application_id,customer_id,requested_amount,tenure_months,purpose,submitted_at,channel
APP202258,CUS102258,880000,36,OTHER,2026-07-15 23:00:00,MOBILE
APP202259,CUS102259,783000,36,DEBT_CONSOLIDATION,2026-04-03 08:39:00,WEB
APP202260,CUS102260,735000,48,DEBT_CONSOLIDATION,2026-12-31 06:03:00,WEB
APP202261,CUS102261,418000,24,TRAVEL,2026-09-16 17:40:00,MOBILE
APP202262,CUS102262,156000,48,HOME_RENOVATION,2026-02-17 20:34:00,WEB
APP202263,CUS102263,419000,60,OTHER,2026-04-16 07:10:00,MOBILE
APP202264,CUS102264,807000,24,MEDICAL,2026-12-30 00:48:00,MOBILE
APP202265,CUS102265,558000,36,DEBT_CONSOLIDATION,2026-07-13 00:24:00,MOBILE
APP202266,CUS102266,1843000,24,TRAVEL,2026-08-27 06:21:00,MOBILE
APP202267,CUS102267,275000,60,TRAVEL,2026-09-30 15:22:00,MOBILE
APP202268,CUS102268,251000,24,OTHER,2026-08-13 19:06:00,MOBILE
APP202269,CUS102269,100000,36,OTHER,2026-04-01 08:37:00,WEB
APP202270,CUS102270,456000,48,EDUCATION,2026-07-26 10:51:00,MOBILE
APP202271,CUS102271,822000,24,EDUCATION,2026-08-16 17:21:00,WEB
APP202272,CUS102272,589000,48,TRAVEL,2026-07-29 01:45:00,MOBILE
APP202273,CUS102273,648000,24,HOME_RENOVATION,2026-03-12 08:33:00,MOBILE
APP202274,CUS102274,140000,36,TRAVEL,2026-07-23 15:53:00,WEB
APP202275,CUS102275,506000,12,TRAVEL,2026-10-04 20:25:00,MOBILE
APP202276,CUS102276,616000,36,TRAVEL,2026-05-29 01:28:00,WEB
APP202277,CUS102277,289000,36,OTHER,2026-11-02 16:50:00,MOBILE
APP202278,CUS102278,473000,36,EDUCATION,2026-12-20 09:36:00,WEB
APP202279,CUS102279,353000,48,HOME_RENOVATION,2026-04-27 15:07:00,MOBILE
APP202280,CUS102280,162000,60,OTHER,2026-05-27 17:40:00,WEB
APP202281,CUS102281,868000,36,DEBT_CONSOLIDATION,2026-07-05 20:31:00,MOBILE
APP202282,CUS102282,360000,36,OTHER,2026-07-27 18:51:00,MOBILE
APP202283,CUS102283,232000,48,EDUCATION,2026-09-06 02:35:00,MOBILE
APP202284,CUS102284,404000,48,DEBT_CONSOLIDATION,2026-09-05 06:51:00,MOBILE
APP202285,CUS102285,392000,48,TRAVEL,2026-06-10 03:55:00,MOBILE
APP202286,CUS102286,509000,48,OTHER,2026-10-08 21:49:00,MOBILE
APP202287,CUS102287,226000,36,MEDICAL,2026-02-16 20:52:00,MOBILE
APP202288,CUS102288,318000,36,MEDICAL,2026-03-18 00:56:00,WEB
APP202289,CUS102289,336000,24,DEBT_CONSOLIDATION,2026-07-02 18:03:00,MOBILE
APP202290,CUS102290,169000,12,MEDICAL,2026-01-15 04:02:00,MOBILE
APP202291,CUS102291,352000,36,EDUCATION,2026-09-06 11:13:00,MOBILE
APP202292,CUS102292,359000,36,OTHER,2026-12-16 19:30:00,WEB
APP202293,CUS102293,508000,36,TRAVEL,2026-06-08 15:15:00,WEB
APP202294,CUS102294,795000,36,TRAVEL,2026-01-16 13:45:00,WEB
APP202295,CUS102295,214000,48,HOME_RENOVATION,2026-09-17 13:47:00,WEB
APP202296,CUS102296,428000,36,EDUCATION,2026-06-15 03:15:00,WEB
APP202297,CUS102297,309000,24,TRAVEL,2026-06-06 22:21:00,MOBILE
APP202298,CUS102298,448000,24,EDUCATION,2026-09-28 20:11:00,WEB
APP202299,CUS102299,474000,60,MEDICAL,2026-04-16 21:19:00,MOBILE
APP202300,CUS102300,573000,36,TRAVEL,2026-02-20 11:20:00,MOBILE
APP202301,CUS102301,918000,36,MEDICAL,2026-07-20 04:44:00,MOBILE
APP202302,CUS102302,522000,48,HOME_RENOVATION,2026-03-22 14:59:00,MOBILE
APP202303,CUS102303,303000,36,MEDICAL,2026-02-03 16:49:00,MOBILE
APP202304,CUS102304,386000,36,MEDICAL,2026-07-09 19:16:00,MOBILE
APP202305,CUS102305,587000,36,HOME_RENOVATION,2026-06-07 05:33:00,WEB
APP202306,CUS102306,275000,36,DEBT_CONSOLIDATION,2026-06-15 04:58:00,WEB
APP202307,CUS102307,318000,36,OTHER,2026-01-08 18:22:00,MOBILE
APP202308,CUS102308,334000,36,HOME_RENOVATION,2026-09-11 04:38:00,MOBILE
APP202309,CUS102309,335000,60,OTHER,2026-09-13 13:43:00,MOBILE
APP202310,CUS102310,595000,36,HOME_RENOVATION,2026-08-19 16:28:00,MOBILE
APP202311,CUS102311,515000,36,DEBT_CONSOLIDATION,2026-12-12 04:11:00,WEB
APP202312,CUS102312,393000,36,TRAVEL,2026-03-17 15:53:00,MOBILE
APP202313,CUS102313,608000,36,OTHER,2026-02-15 01:18:00,MOBILE
APP202314,CUS102314,423000,12,TRAVEL,2026-02-10 22:55:00,MOBILE
APP202315,CUS102315,337000,60,MEDICAL,2026-09-04 15:14:00,MOBILE
APP202316,CUS102316,452000,36,TRAVEL,2026-12-13 05:24:00,MOBILE
APP202317,CUS102317,613000,36,TRAVEL,2026-08-09 06:13:00,MOBILE
APP202318,CUS102318,541000,48,OTHER,2026-06-25 19:21:00,MOBILE
APP202319,CUS102319,438000,48,MEDICAL,2026-12-28 21:16:00,MOBILE
APP202320,CUS102320,247000,36,HOME_RENOVATION,2026-06-06 10:21:00,MOBILE
APP202321,CUS102321,177000,36,HOME_RENOVATION,2026-08-03 01:23:00,MOBILE
APP202322,CUS102322,350000,24,MEDICAL,2026-07-10 13:11:00,MOBILE
APP202323,CUS102323,547000,36,EDUCATION,2026-06-29 12:52:00,MOBILE
APP202324,CUS102324,687000,60,OTHER,2026-07-27 04:43:00,WEB
APP202325,CUS102325,140000,48,TRAVEL,2026-12-17 19:31:00,MOBILE
APP202326,CUS102326,753000,24,TRAVEL,2026-04-01 13:34:00,WEB
APP202327,CUS102327,232000,60,EDUCATION,2026-07-02 07:29:00,WEB
APP202328,CUS102328,108000,36,HOME_RENOVATION,2026-11-10 14:01:00,MOBILE
APP202329,CUS102329,486000,48,EDUCATION,2026-03-26 05:30:00,WEB
APP202330,CUS102330,775000,36,MEDICAL,2026-10-20 10:26:00,MOBILE
APP202331,CUS102331,309000,36,OTHER,2026-03-28 04:05:00,MOBILE
APP202332,CUS102332,161000,12,EDUCATION,2026-01-09 13:02:00,MOBILE
APP202333,CUS102333,696000,48,HOME_RENOVATION,2026-01-31 18:06:00,MOBILE
APP202334,CUS102334,197000,36,MEDICAL,2026-07-22 04:55:00,MOBILE
APP202335,CUS102335,550000,12,TRAVEL,2026-01-14 21:27:00,WEB
APP202336,CUS102336,504000,36,MEDICAL,2026-04-26 07:35:00,WEB
APP202337,CUS102337,522000,60,OTHER,2026-09-26 16:30:00,MOBILE
APP202338,CUS102338,770000,36,HOME_RENOVATION,2026-09-04 17:46:00,MOBILE
APP202339,CUS102339,690000,48,TRAVEL,2026-06-21 12:23:00,WEB
APP202340,CUS102340,663000,12,TRAVEL,2026-11-21 01:59:00,MOBILE
APP202341,CUS102341,344000,48,MEDICAL,2026-06-24 12:08:00,MOBILE
APP202342,CUS102342,855000,18,DEBT_CONSOLIDATION,2026-02-09 17:42:00,WEB
APP202343,CUS102343,538000,60,TRAVEL,2026-04-14 00:48:00,MOBILE
APP202344,CUS102344,559000,36,OTHER,2026-12-28 18:52:00,MOBILE
APP202345,CUS102345,934000,36,OTHER,2026-11-26 09:21:00,MOBILE
APP202346,CUS102346,581000,48,MEDICAL,2026-12-30 11:33:00,MOBILE
APP202347,CUS102347,298000,36,DEBT_CONSOLIDATION,2026-07-24 17:50:00,WEB
APP202348,CUS102348,250000,36,OTHER,2026-03-27 18:51:00,MOBILE
APP202349,CUS102349,269000,18,EDUCATION,2026-01-16 03:08:00,MOBILE
APP202350,CUS102350,226000,12,OTHER,2026-04-10 21:47:00,MOBILE
APP202351,CUS102351,731000,12,MEDICAL,2026-12-24 20:34:00,MOBILE
APP202352,CUS102352,497000,12,OTHER,2026-04-12 10:30:00,WEB
APP202353,CUS102353,565000,36,OTHER,2026-12-12 11:17:00,MOBILE
APP202354,CUS102354,148000,12,EDUCATION,2026-06-01 07:15:00,MOBILE
APP202355,CUS102355,647000,48,HOME_RENOVATION,2026-12-17 04:50:00,MOBILE
APP202356,CUS102356,179000,48,DEBT_CONSOLIDATION,2026-01-12 00:01:00,MOBILE
APP202357,CUS102357,289000,60,HOME_RENOVATION,2026-10-08 15:35:00,MOBILE
APP202358,CUS102358,584000,36,DEBT_CONSOLIDATION,2026-10-29 11:16:00,MOBILE
APP202359,CUS102359,791000,36,MEDICAL,2026-03-24 23:59:00,WEB
APP202360,CUS102360,717000,36,EDUCATION,2026-05-02 03:09:00,MOBILE
APP202361,CUS102361,295000,48,EDUCATION,2026-11-13 20:53:00,MOBILE
APP202362,CUS102362,300000,36,DEBT_CONSOLIDATION,2026-11-02 18:49:00,WEB
APP202363,CUS102363,598000,36,MEDICAL,2026-02-05 18:56:00,WEB
APP202364,CUS102364,545000,36,MEDICAL,2026-09-25 22:11:00,MOBILE
APP202365,CUS102365,305000,36,TRAVEL,2026-04-10 20:45:00,MOBILE
APP202366,CUS102366,450000,18,HOME_RENOVATION,2026-07-08 09:34:00,WEB
APP202367,CUS102367,187000,18,EDUCATION,2026-11-16 10:16:00,MOBILE
APP202368,CUS102368,408000,18,OTHER,2026-07-11 00:28:00,WEB
APP202369,CUS102369,308000,18,EDUCATION,2026-07-10 21:33:00,MOBILE
APP202370,CUS102370,210000,12,HOME_RENOVATION,2026-09-07 22:39:00,MOBILE
APP202371,CUS102371,374000,36,DEBT_CONSOLIDATION,2026-12-09 16:11:00,MOBILE
APP202372,CUS102372,279000,36,HOME_RENOVATION,2026-05-22 00:53:00,MOBILE
APP202373,CUS102373,436000,48,TRAVEL,2026-04-15 23:36:00,MOBILE
APP202374,CUS102374,330000,48,MEDICAL,2026-11-22 07:47:00,MOBILE
APP202375,CUS102375,100000,36,OTHER,2026-03-22 09:16:00,WEB
APP202376,CUS102376,403000,36,DEBT_CONSOLIDATION,2026-08-16 20:18:00,MOBILE
APP202377,CUS102377,621000,36,DEBT_CONSOLIDATION,2026-06-27 02:28:00,WEB
APP202378,CUS102378,640000,48,OTHER,2026-03-19 21:08:00,MOBILE
APP202379,CUS102379,879000,36,MEDICAL,2026-05-25 11:37:00,WEB
APP202380,CUS102380,949000,36,TRAVEL,2026-04-28 15:16:00,MOBILE
APP202381,CUS102381,652000,36,EDUCATION,2026-12-04 15:27:00,MOBILE
APP202382,CUS102382,620000,18,DEBT_CONSOLIDATION,2026-06-26 01:27:00,MOBILE
APP202383,CUS102383,266000,48,HOME_RENOVATION,2026-09-25 21:48:00,WEB
APP202384,CUS102384,149000,24,DEBT_CONSOLIDATION,2026-07-15 10:12:00,MOBILE
APP202385,CUS102385,325000,36,HOME_RENOVATION,2026-05-11 13:38:00,WEB
APP202386,CUS102386,365000,36,OTHER,2026-06-19 21:38:00,MOBILE
APP202387,CUS102387,172000,24,HOME_RENOVATION,2026-08-04 10:47:00,MOBILE
APP202388,CUS102388,471000,48,DEBT_CONSOLIDATION,2026-11-13 13:24:00,MOBILE
APP202389,CUS102389,513000,18,MEDICAL,2026-08-19 23:19:00,WEB
APP202390,CUS102390,566000,18,MEDICAL,2026-07-04 01:43:00,WEB
APP202391,CUS102391,395000,18,HOME_RENOVATION,2026-01-03 19:08:00,MOBILE
APP202392,CUS102392,344000,60,TRAVEL,2026-05-03 06:06:00,MOBILE
APP202393,CUS102393,342000,36,HOME_RENOVATION,2026-08-30 05:40:00,MOBILE
APP202394,CUS102394,385000,24,TRAVEL,2026-03-16 21:36:00,MOBILE
APP202395,CUS102395,204000,24,MEDICAL,2026-11-19 09:05:00,WEB
APP202396,CUS102396,100000,48,HOME_RENOVATION,2026-11-12 02:12:00,MOBILE
APP202397,CUS102397,794000,36,HOME_RENOVATION,2026-09-09 11:07:00,MOBILE
APP202398,CUS102398,1100000,24,EDUCATION,2026-10-02 09:47:00,WEB
APP202399,CUS102399,192000,18,HOME_RENOVATION,2026-10-08 09:11:00,MOBILE
APP202400,CUS102400,519000,36,EDUCATION,2026-05-21 06:28:00,WEB
APP202401,CUS102401,323000,36,EDUCATION,2026-10-07 06:31:00,MOBILE
APP202402,CUS102402,251000,48,HOME_RENOVATION,2026-01-04 12:20:00,WEB
APP202403,CUS102403,525000,36,OTHER,2026-12-19 08:30:00,MOBILE
APP202404,CUS102404,344000,36,HOME_RENOVATION,2026-08-28 13:44:00,MOBILE
APP202405,CUS102405,150000,60,HOME_RENOVATION,2026-03-21 19:12:00,WEB
APP202406,CUS102406,294000,36,MEDICAL,2026-03-13 05:10:00,MOBILE
APP202407,CUS102407,121000,36,EDUCATION,2026-12-25 01:25:00,WEB
APP202408,CUS102408,1128000,18,MEDICAL,2026-08-04 06:34:00,WEB
APP202409,CUS102409,476000,36,HOME_RENOVATION,2026-02-01 11:55:00,WEB
APP202410,CUS102410,674000,60,EDUCATION,2026-06-19 09:11:00,WEB
APP202411,CUS102411,264000,24,EDUCATION,2026-05-03 16:17:00,WEB
APP202412,CUS102412,631000,36,TRAVEL,2026-01-29 02:26:00,MOBILE
APP202413,CUS102413,414000,36,HOME_RENOVATION,2026-05-23 19:48:00,WEB
APP202414,CUS102414,209000,36,HOME_RENOVATION,2026-06-22 00:55:00,MOBILE
APP202415,CUS102415,785000,12,DEBT_CONSOLIDATION,2026-10-26 00:21:00,MOBILE
APP202416,CUS102416,277000,48,HOME_RENOVATION,2026-03-10 00:23:00,MOBILE
APP202417,CUS102417,258000,36,EDUCATION,2026-07-31 14:43:00,MOBILE
APP202418,CUS102418,406000,60,HOME_RENOVATION,2026-09-05 04:45:00,MOBILE
APP202419,CUS102419,726000,48,DEBT_CONSOLIDATION,2026-12-21 00:59:00,WEB
APP202420,CUS102420,377000,18,DEBT_CONSOLIDATION,2026-09-25 08:26:00,WEB
APP202421,CUS102421,524000,60,EDUCATION,2026-07-23 04:12:00,WEB
APP202422,CUS102422,1079000,36,DEBT_CONSOLIDATION,2026-01-03 18:18:00,WEB
APP202423,CUS102423,301000,48,HOME_RENOVATION,2026-03-25 04:48:00,MOBILE
APP202424,CUS102424,207000,36,MEDICAL,2026-03-10 04:59:00,WEB
APP202425,CUS102425,503000,36,MEDICAL,2026-02-16 02:19:00,MOBILE
APP202426,CUS102426,259000,48,EDUCATION,2026-08-15 12:04:00,WEB
APP202427,CUS102427,503000,60,OTHER,2026-05-11 23:38:00,MOBILE
APP202428,CUS102428,523000,48,DEBT_CONSOLIDATION,2026-09-08 12:31:00,WEB
APP202429,CUS102429,854000,36,EDUCATION,2026-11-09 17:52:00,MOBILE
APP202430,CUS102430,942000,60,EDUCATION,2026-10-13 15:29:00,WEB
APP202431,CUS102431,298000,24,OTHER,2026-01-08 09:47:00,MOBILE
APP202432,CUS102432,606000,18,HOME_RENOVATION,2026-11-30 08:57:00,WEB
APP202433,CUS102433,810000,36,HOME_RENOVATION,2026-10-16 23:32:00,MOBILE
APP202434,CUS102434,240000,48,DEBT_CONSOLIDATION,2026-11-19 20:37:00,MOBILE
APP202435,CUS102435,498000,36,TRAVEL,2026-08-05 02:40:00,MOBILE
APP202436,CUS102436,553000,24,OTHER,2026-04-22 12:21:00,MOBILE
APP202437,CUS102437,419000,12,HOME_RENOVATION,2026-05-08 04:03:00,MOBILE
APP202438,CUS102438,593000,36,OTHER,2026-12-26 07:05:00,WEB
APP202439,CUS102439,298000,24,EDUCATION,2026-06-02 15:00:00,MOBILE
APP202440,CUS102440,279000,36,MEDICAL,2026-09-13 09:08:00,WEB
APP202441,CUS102441,499000,48,DEBT_CONSOLIDATION,2026-09-27 19:26:00,WEB
APP202442,CUS102442,286000,12,EDUCATION,2026-07-08 01:48:00,WEB
APP202443,CUS102443,434000,48,DEBT_CONSOLIDATION,2026-10-30 12:04:00,MOBILE
APP202444,CUS102444,516000,36,OTHER,2026-07-22 19:47:00,MOBILE
APP202445,CUS102445,714000,48,EDUCATION,2026-10-26 08:19:00,MOBILE
APP202446,CUS102446,308000,36,TRAVEL,2026-05-22 20:19:00,MOBILE
APP202447,CUS102447,228000,60,HOME_RENOVATION,2026-01-09 22:57:00,WEB
APP202448,CUS102448,668000,48,TRAVEL,2026-03-03 07:49:00,WEB
APP202449,CUS102449,163000,36,DEBT_CONSOLIDATION,2026-02-04 15:26:00,MOBILE
APP202450,CUS102450,479000,36,DEBT_CONSOLIDATION,2026-11-02 04:05:00,WEB
APP202451,CUS102451,577000,36,MEDICAL,2026-11-08 10:25:00,MOBILE
APP202452,CUS102452,326000,60,DEBT_CONSOLIDATION,2026-07-05 13:19:00,WEB
APP202453,CUS102453,439000,48,EDUCATION,2026-08-14 07:13:00,MOBILE
APP202454,CUS102454,266000,36,EDUCATION,2026-08-26 01:53:00,MOBILE
APP202455,CUS102455,839000,36,EDUCATION,2026-01-26 04:14:00,MOBILE
APP202456,CUS102456,447000,36,MEDICAL,2026-08-28 17:30:00,MOBILE
APP202457,CUS102457,338000,24,HOME_RENOVATION,2026-02-23 08:27:00,MOBILE
APP202458,CUS102458,428000,36,TRAVEL,2026-11-23 11:32:00,MOBILE
APP202459,CUS102459,461000,12,TRAVEL,2026-01-04 21:00:00,MOBILE
APP202460,CUS102460,276000,24,EDUCATION,2026-03-29 09:10:00,WEB
APP202461,CUS102461,155000,36,TRAVEL,2026-12-05 00:16:00,MOBILE
APP202462,CUS102462,104000,36,MEDICAL,2026-09-09 20:31:00,WEB
APP202463,CUS102463,258000,36,EDUCATION,2026-03-11 11:12:00,WEB
APP202464,CUS102464,134000,12,DEBT_CONSOLIDATION,2026-05-29 18:43:00,WEB
APP202465,CUS102465,352000,36,EDUCATION,2026-04-03 19:55:00,WEB
APP202466,CUS102466,269000,36,DEBT_CONSOLIDATION,2026-02-24 20:40:00,WEB
APP202467,CUS102467,447000,48,DEBT_CONSOLIDATION,2026-07-18 10:51:00,MOBILE
APP202468,CUS102468,798000,48,OTHER,2026-11-26 13:42:00,MOBILE
APP202469,CUS102469,341000,24,HOME_RENOVATION,2026-08-22 08:15:00,MOBILE
APP202470,CUS102470,325000,48,OTHER,2026-06-25 19:33:00,MOBILE
APP202471,CUS102471,218000,36,TRAVEL,2026-11-02 05:55:00,WEB
APP202472,CUS102472,1471000,48,OTHER,2026-11-28 18:45:00,MOBILE
APP202473,CUS102473,749000,36,HOME_RENOVATION,2026-07-12 20:51:00,MOBILE
APP202474,CUS102474,260000,36,EDUCATION,2026-12-31 03:41:00,MOBILE
APP202475,CUS102475,242000,24,MEDICAL,2026-02-14 19:00:00,WEB
APP202476,CUS102476,157000,18,OTHER,2026-12-27 11:58:00,WEB
APP202477,CUS102477,353000,36,HOME_RENOVATION,2026-08-21 12:15:00,MOBILE
APP202478,CUS102478,212000,24,DEBT_CONSOLIDATION,2026-06-13 03:32:00,WEB
APP202479,CUS102479,329000,24,EDUCATION,2026-02-07 08:20:00,MOBILE
APP202480,CUS102480,366000,60,OTHER,2026-04-23 05:04:00,WEB
APP202481,CUS102481,690000,36,OTHER,2026-12-19 00:36:00,WEB
APP202482,CUS102482,269000,24,HOME_RENOVATION,2026-03-09 19:08:00,WEB
APP202483,CUS102483,333000,12,DEBT_CONSOLIDATION,2026-02-14 15:24:00,WEB
APP202484,CUS102484,243000,48,EDUCATION,2026-04-15 03:47:00,WEB
APP202485,CUS102485,185000,36,MEDICAL,2026-01-26 19:59:00,MOBILE
APP202486,CUS102486,710000,36,HOME_RENOVATION,2026-01-23 08:00:00,MOBILE
APP202487,CUS102487,453000,36,HOME_RENOVATION,2026-09-13 18:45:00,MOBILE
APP202488,CUS102488,307000,24,TRAVEL,2026-12-30 04:01:00,MOBILE
APP202489,CUS102489,455000,36,EDUCATION,2026-11-20 13:22:00,MOBILE
APP202490,CUS102490,265000,36,HOME_RENOVATION,2026-08-06 17:15:00,MOBILE
APP202491,CUS102491,463000,18,OTHER,2026-03-13 01:44:00,MOBILE
APP202492,CUS102492,147000,24,EDUCATION,2026-05-16 05:44:00,MOBILE
APP202493,CUS102493,757000,12,DEBT_CONSOLIDATION,2026-01-06 22:47:00,WEB
APP202494,CUS102494,583000,36,HOME_RENOVATION,2026-01-13 03:09:00,MOBILE
APP202495,CUS102495,328000,36,DEBT_CONSOLIDATION,2026-06-01 04:46:00,WEB
APP202496,CUS102496,284000,36,EDUCATION,2026-01-31 11:33:00,MOBILE
APP202497,CUS102497,676000,36,DEBT_CONSOLIDATION,2026-08-30 10:28:00,MOBILE
APP202498,CUS102498,1391000,36,HOME_RENOVATION,2026-01-20 21:26:00,MOBILE
APP202499,CUS102499,240000,48,TRAVEL,2026-04-24 18:32:00,WEB
APP202500,CUS102500,625000,12,MEDICAL,2026-08-12 11:10:00,WEB
APP202501,CUS102501,634000,36,HOME_RENOVATION,2026-10-30 20:48:00,WEB
APP202502,CUS102502,165000,36,DEBT_CONSOLIDATION,2026-05-18 07:25:00,WEB
APP202503,CUS102503,270000,36,TRAVEL,2026-01-06 06:00:00,WEB
APP202504,CUS102504,186000,36,EDUCATION,2026-08-14 08:38:00,MOBILE
APP202505,CUS102505,538000,24,MEDICAL,2026-06-20 02:13:00,WEB
APP202506,CUS102506,666000,24,HOME_RENOVATION,2026-08-22 02:01:00,WEB
APP202507,CUS102507,538000,48,DEBT_CONSOLIDATION,2026-09-23 19:37:00,MOBILE
APP202508,CUS102508,180000,36,HOME_RENOVATION,2026-12-10 01:09:00,MOBILE
APP202509,CUS102509,149000,36,TRAVEL,2026-01-20 08:39:00,WEB
APP202510,CUS102510,220000,18,MEDICAL,2026-06-01 12:43:00,MOBILE
APP202511,CUS102511,207000,24,HOME_RENOVATION,2026-11-23 16:33:00,MOBILE
APP202512,CUS102512,155000,24,MEDICAL,2026-09-28 14:24:00,MOBILE
APP202513,CUS102513,473000,36,DEBT_CONSOLIDATION,2026-07-03 09:19:00,MOBILE
APP202514,CUS102514,840000,36,EDUCATION,2026-08-11 13:32:00,MOBILE
APP202515,CUS102515,299000,36,HOME_RENOVATION,2026-08-24 05:17:00,MOBILE
APP202516,CUS102516,293000,36,MEDICAL,2026-06-13 14:09:00,MOBILE
APP202517,CUS102517,397000,24,DEBT_CONSOLIDATION,2026-12-28 02:38:00,WEB
APP202518,CUS102518,565000,48,HOME_RENOVATION,2026-10-05 19:31:00,MOBILE
APP202519,CUS102519,604000,24,DEBT_CONSOLIDATION,2026-10-17 06:40:00,MOBILE
APP202520,CUS102520,323000,48,DEBT_CONSOLIDATION,2026-04-10 03:45:00,MOBILE
APP202521,CUS102521,575000,36,HOME_RENOVATION,2026-11-09 10:37:00,WEB
APP202522,CUS102522,100000,36,EDUCATION,2026-06-14 19:26:00,WEB
APP202523,CUS102523,162000,36,HOME_RENOVATION,2026-11-07 00:58:00,WEB
APP202524,CUS102524,811000,36,DEBT_CONSOLIDATION,2026-04-04 02:13:00,WEB
APP202525,CUS102525,768000,36,EDUCATION,2026-10-30 14:03:00,MOBILE
APP202526,CUS102526,515000,18,MEDICAL,2026-01-02 09:57:00,WEB
APP202527,CUS102527,426000,36,MEDICAL,2026-06-03 12:21:00,MOBILE
APP202528,CUS102528,266000,60,TRAVEL,2026-06-23 04:11:00,WEB
APP202529,CUS102529,712000,24,OTHER,2026-01-22 07:23:00,MOBILE
APP202530,CUS102530,223000,24,DEBT_CONSOLIDATION,2026-08-03 04:51:00,MOBILE
APP202531,CUS102531,606000,48,EDUCATION,2026-05-15 09:02:00,MOBILE
APP202532,CUS102532,362000,48,HOME_RENOVATION,2026-03-08 06:25:00,MOBILE
APP202533,CUS102533,246000,12,HOME_RENOVATION,2026-01-01 14:03:00,MOBILE
APP202534,CUS102534,340000,36,OTHER,2026-12-18 17:51:00,MOBILE
APP202535,CUS102535,155000,60,HOME_RENOVATION,2026-07-22 23:58:00,MOBILE
APP202536,CUS102536,543000,36,EDUCATION,2026-10-31 03:46:00,MOBILE
APP202537,CUS102537,286000,24,MEDICAL,2026-05-17 10:16:00,MOBILE
APP202538,CUS102538,368000,36,DEBT_CONSOLIDATION,2026-09-07 02:41:00,MOBILE
APP202539,CUS102539,565000,60,OTHER,2026-04-07 08:08:00,MOBILE
APP202540,CUS102540,132000,36,HOME_RENOVATION,2026-11-20 04:02:00,WEB
APP202541,CUS102541,580000,18,OTHER,2026-06-25 12:02:00,WEB
APP202542,CUS102542,296000,36,HOME_RENOVATION,2026-06-26 21:55:00,MOBILE
APP202543,CUS102543,1061000,12,HOME_RENOVATION,2026-10-18 03:40:00,MOBILE
APP202544,CUS102544,185000,36,OTHER,2026-10-04 22:58:00,MOBILE
APP202545,CUS102545,635000,48,MEDICAL,2026-06-04 17:14:00,MOBILE
APP202546,CUS102546,488000,36,EDUCATION,2026-06-28 02:55:00,MOBILE
APP202547,CUS102547,133000,36,MEDICAL,2026-12-08 23:16:00,WEB
APP202548,CUS102548,216000,24,MEDICAL,2026-03-20 20:33:00,WEB
APP202549,CUS102549,228000,18,OTHER,2026-08-06 01:57:00,WEB
APP202550,CUS102550,684000,36,OTHER,2026-11-21 06:54:00,WEB
APP202551,CUS102551,260000,36,OTHER,2026-10-25 23:44:00,WEB
APP202552,CUS102552,604000,36,TRAVEL,2026-09-23 13:50:00,WEB
APP202553,CUS102553,590000,24,OTHER,2026-10-14 02:46:00,WEB
APP202554,CUS102554,670000,36,HOME_RENOVATION,2026-08-06 22:20:00,WEB
APP202555,CUS102555,698000,36,HOME_RENOVATION,2026-03-11 12:00:00,MOBILE
APP202556,CUS102556,449000,48,EDUCATION,2026-01-19 22:21:00,WEB
APP202557,CUS102557,260000,24,EDUCATION,2026-10-22 20:33:00,MOBILE
APP202558,CUS102558,459000,36,HOME_RENOVATION,2026-08-08 22:40:00,MOBILE
APP202559,CUS102559,215000,36,HOME_RENOVATION,2026-11-30 02:05:00,MOBILE
APP202560,CUS102560,426000,36,MEDICAL,2026-02-14 06:13:00,MOBILE
APP202561,CUS102561,216000,36,EDUCATION,2026-02-12 21:08:00,WEB
APP202562,CUS102562,454000,18,OTHER,2026-02-21 08:39:00,MOBILE
APP202563,CUS102563,585000,36,TRAVEL,2026-11-09 21:57:00,MOBILE
APP202564,CUS102564,353000,48,OTHER,2026-03-13 23:42:00,MOBILE
APP202565,CUS102565,640000,24,HOME_RENOVATION,2026-07-11 13:05:00,MOBILE
APP202566,CUS102566,644000,12,DEBT_CONSOLIDATION,2026-11-11 10:38:00,MOBILE
APP202567,CUS102567,388000,48,HOME_RENOVATION,2026-07-26 19:37:00,MOBILE
APP202568,CUS102568,494000,24,MEDICAL,2026-09-20 13:26:00,MOBILE
APP202569,CUS102569,322000,48,HOME_RENOVATION,2026-01-24 03:41:00,WEB
APP202570,CUS102570,569000,36,EDUCATION,2026-08-15 18:33:00,MOBILE
APP202571,CUS102571,413000,24,TRAVEL,2026-07-12 16:32:00,WEB
APP202572,CUS102572,194000,36,TRAVEL,2026-11-06 00:18:00,MOBILE
APP202573,CUS102573,509000,36,TRAVEL,2026-06-15 17:15:00,WEB
APP202574,CUS102574,233000,60,DEBT_CONSOLIDATION,2026-12-09 22:15:00,WEB
APP202575,CUS102575,520000,36,HOME_RENOVATION,2026-06-07 08:26:00,WEB
APP202576,CUS102576,747000,36,OTHER,2026-02-14 01:51:00,MOBILE
APP202577,CUS102577,444000,24,DEBT_CONSOLIDATION,2026-11-12 15:13:00,WEB
APP202578,CUS102578,381000,60,HOME_RENOVATION,2026-06-07 05:08:00,MOBILE
APP202579,CUS102579,245000,18,TRAVEL,2026-04-10 22:39:00,MOBILE
APP202580,CUS102580,311000,48,HOME_RENOVATION,2026-04-22 07:36:00,WEB
