customer_id,age,monthly_income,employment_tenure_months,relationship_months,bureau_score,active_loans,existing_monthly_emi,foir,employment_type
CUS102128,45,79800,33,82,763,0,19600,0.246,SALARIED
CUS102129,33,100300,55,23,676,0,21200,0.211,SALARIED
CUS102130,54,116000,57,32,654,2,21500,0.185,SALARIED
CUS102131,28,69200,51,67,706,1,7300,0.105,SALARIED
CUS102132,41,107300,15,99,714,1,15600,0.145,SALARIED
CUS102133,54,60700,76,51,676,1,13800,0.227,SALARIED
CUS102134,24,101200,13,92,721,0,26900,0.266,SALARIED
CUS102135,45,85800,17,81,754,1,19300,0.225,SALARIED
CUS102136,35,70300,38,92,784,0,3400,0.048,SALARIED
CUS102137,24,86800,16,26,624,0,12400,0.143,SALARIED
CUS102138,32,52900,13,142,738,0,2900,0.055,SALARIED
CUS102139,52,97700,26,52,623,2,30300,0.31,SALARIED
CUS102140,52,102400,7,45,816,0,16000,0.156,SALARIED
CUS102141,48,99300,43,54,801,0,6600,0.066,SALARIED
CUS102142,33,167100,69,66,728,1,15700,0.094,SALARIED
CUS102143,51,81400,93,38,688,2,21300,0.262,SALARIED
CUS102144,34,84000,48,34,730,1,7400,0.088,SALARIED
CUS102145,40,50200,33,50,665,1,10100,0.201,SALARIED
CUS102146,38,172500,56,27,828,0,57200,0.332,SALARIED
CUS102147,49,43300,40,30,677,0,3300,0.076,SALARIED
CUS102148,26,94200,72,59,774,1,20700,0.22,SALARIED
CUS102149,52,64500,30,61,700,2,12400,0.192,SALARIED
CUS102150,49,87400,43,54,763,3,18800,0.215,SALARIED
CUS102151,22,47200,57,38,720,1,7200,0.153,SALARIED
CUS102152,43,127000,71,46,775,2,44000,0.346,SALARIED
CUS102153,39,55300,24,52,796,0,20200,0.365,SALARIED
CUS102154,51,143700,39,47,715,0,32200,0.224,SALARIED
CUS102155,25,56000,36,33,750,1,2900,0.052,SALARIED
CUS102156,39,131800,99,128,841,1,15700,0.119,SALARIED
CUS102157,54,58500,16,25,736,1,21300,0.364,SALARIED
CUS102158,30,64500,31,35,766,1,14300,0.222,SALARIED
CUS102159,45,84900,44,32,778,1,21700,0.256,SALARIED
CUS102160,22,58000,30,83,673,1,12400,0.214,SALARIED
CUS102161,31,57300,44,100,656,5,2000,0.035,SALARIED
CUS102162,51,58300,34,69,738,3,2300,0.039,SALARIED
CUS102163,35,98100,29,30,712,1,19900,0.203,SALARIED
CUS102164,29,85000,38,27,681,0,31500,0.371,SALARIED
CUS102165,43,87000,53,69,624,0,31400,0.361,SALARIED
CUS102166,39,73400,25,38,717,1,17600,0.24,SALARIED
CUS102167,29,108800,57,37,726,0,38000,0.349,SALARIED
CUS102168,55,136300,39,65,766,1,25800,0.189,SALARIED
CUS102169,41,110100,22,42,728,2,26600,0.242,SALARIED
CUS102170,29,77400,41,102,650,1,29400,0.38,SALARIED
CUS102171,48,49100,30,105,715,1,13900,0.283,SALARIED
CUS102172,27,34900,23,116,677,0,2000,0.057,SALARIED
CUS102173,36,82600,35,82,771,0,21900,0.265,SALARIED
CUS102174,36,34700,40,67,819,0,7100,0.205,SALARIED
CUS102175,53,77700,58,70,735,2,3400,0.044,SALARIED
CUS102176,24,159800,44,94,719,3,9800,0.061,SALARIED
CUS102177,24,50600,8,151,749,2,15600,0.308,SALARIED
CUS102178,59,47700,11,134,807,0,2400,0.05,SALARIED
CUS102179,60,113200,29,50,599,0,18300,0.162,SALARIED
CUS102180,37,30000,39,55,688,1,8800,0.293,SALARIED
CUS102181,57,100900,31,86,692,2,24100,0.239,SALARIED
CUS102182,59,164600,62,180,739,1,34700,0.211,SALARIED
CUS102183,49,57400,74,35,757,2,3900,0.068,SALARIED
CUS102184,56,53100,13,57,754,0,14500,0.273,SALARIED
CUS102185,58,110800,46,44,752,1,4800,0.043,SALARIED
CUS102186,59,50200,19,118,738,2,7400,0.147,SALARIED
CUS102187,57,122400,73,41,711,1,12600,0.103,SALARIED
CUS102188,55,52100,22,31,738,1,2400,0.046,SALARIED
CUS102189,27,188400,114,49,606,0,14100,0.075,SALARIED
CUS102190,47,114500,20,47,689,0,24200,0.211,SALARIED
CUS102191,48,86500,65,95,744,1,10400,0.12,SALARIED
CUS102192,42,183600,53,18,659,0,21600,0.118,SALARIED
CUS102193,34,135200,52,108,665,2,8700,0.064,SALARIED
CUS102194,27,100300,55,107,725,2,13100,0.131,SALARIED
CUS102195,57,36800,26,39,805,3,11000,0.299,SALARIED
CUS102196,42,62000,34,29,736,1,3400,0.055,SALARIED
CUS102197,25,138500,73,58,652,0,37700,0.272,SALARIED
CUS102198,22,47400,96,27,738,3,13300,0.281,SALARIED
CUS102199,47,60200,34,89,778,2,12400,0.206,SALARIED
CUS102200,41,53700,27,16,756,1,6800,0.127,SALARIED
CUS102201,58,101900,81,58,704,0,28500,0.28,SALARIED
CUS102202,35,131100,51,54,724,1,41800,0.319,SALARIED
CUS102203,41,131200,41,151,749,2,25300,0.193,SALARIED
CUS102204,30,57900,42,64,767,0,13900,0.24,SALARIED
CUS102205,43,101200,40,21,725,1,21100,0.208,SALARIED
CUS102206,59,56700,86,130,679,1,18300,0.323,SALARIED
CUS102207,25,77300,69,49,728,0,27200,0.352,SALARIED
CUS102208,21,107400,28,97,716,1,6700,0.062,SALARIED
CUS102209,33,137000,104,51,751,1,11600,0.085,SALARIED
CUS102210,41,32300,25,61,815,2,5500,0.17,SALARIED
CUS102211,46,88900,37,76,800,1,13100,0.147,SALARIED
CUS102212,41,160100,58,72,727,3,7300,0.046,SALARIED
CUS102213,38,94400,62,26,744,2,8900,0.094,SALARIED
CUS102214,57,88200,29,180,663,0,29600,0.336,SALARIED
CUS102215,52,66000,41,131,769,1,23400,0.355,SALARIED
CUS102216,56,158200,31,31,747,2,16800,0.106,SALARIED
CUS102217,37,67400,113,47,763,0,2500,0.037,SALARIED
CUS102218,55,81300,28,86,689,3,34000,0.418,SALARIED
CUS102219,31,68800,65,131,740,1,16100,0.234,SALARIED
CUS102220,41,89200,13,56,703,0,7600,0.085,SALARIED
CUS102221,46,161400,41,52,791,2,29000,0.18,SALARIED
CUS102222,24,56500,39,64,759,2,5100,0.09,SALARIED
CUS102223,54,89400,48,36,800,1,9700,0.109,SALARIED
CUS102224,38,101400,30,69,676,4,14100,0.139,SALARIED
CUS102225,60,59000,24,62,728,1,12000,0.203,SALARIED
CUS102226,55,82800,18,28,724,2,31400,0.379,SALARIED
CUS102227,49,195500,36,81,754,0,32300,0.165,SALARIED
CUS102228,49,38400,13,105,748,3,6300,0.164,SALARIED
CUS102229,58,70300,19,72,740,1,12100,0.172,SALARIED
CUS102230,41,95100,18,46,654,2,8900,0.094,SALARIED
CUS102231,33,71800,34,40,679,3,7500,0.104,SALARIED
CUS102232,37,311500,72,117,717,0,2700,0.03,SALARIED
CUS102233,29,108800,35,126,753,0,18100,0.166,SALARIED
CUS102234,21,53100,15,97,816,0,23400,0.441,SALARIED
CUS102235,22,30000,54,168,746,0,7200,0.24,SALARIED
CUS102236,49,99100,58,60,797,1,17600,0.178,SALARIED
CUS102237,53,60500,148,40,715,0,20400,0.337,SALARIED
CUS102238,30,151800,38,26,655,0,24600,0.162,SALARIED
CUS102239,60,75100,63,36,759,1,15200,0.202,SALARIED
CUS102240,41,65800,99,80,734,4,5800,0.088,SALARIED
CUS102241,48,65300,39,73,712,1,13900,0.213,SALARIED
CUS102242,31,132500,10,71,648,0,27900,0.211,SALARIED
CUS102243,54,102500,55,27,623,2,5700,0.056,SALARIED
CUS102244,28,187300,35,149,799,2,47100,0.251,SALARIED
CUS102245,42,77200,64,126,700,1,21500,0.278,SALARIED
CUS102246,28,125300,30,57,778,2,24900,0.199,SALARIED
CUS102247,35,126300,62,82,827,0,8700,0.069,SALARIED
CUS102248,37,115100,21,24,715,1,19700,0.171,SALARIED
CUS102249,43,67600,17,27,796,1,12300,0.182,SALARIED
CUS102250,44,105200,58,8,762,1,24000,0.228,SALARIED
CUS102251,39,81400,26,93,795,0,29400,0.361,SALARIED
CUS102252,25,80400,59,58,738,2,20600,0.256,SALARIED
CUS102253,52,59100,34,76,756,3,14800,0.25,SALARIED
CUS102254,21,32700,109,54,774,2,8600,0.263,SALARIED
CUS102255,43,149100,72,75,651,0,49100,0.329,SALARIED
CUS102256,57,103200,18,9,719,3,57000,0.552,SALARIED
CUS102257,28,46400,63,142,653,1,8200,0.177,SALARIED
CUS102258,33,117400,41,74,728,2,10500,0.089,SALARIED
CUS102259,28,150400,36,137,712,1,47700,0.317,SALARIED
CUS102260,43,120600,40,42,814,0,18600,0.154,SALARIED
CUS102261,21,56900,28,58,842,0,13100,0.23,SALARIED
CUS102262,44,61100,28,42,758,2,8100,0.133,SALARIED
CUS102263,55,66400,29,118,824,0,9900,0.149,SALARIED
CUS102264,44,125200,17,42,744,0,9600,0.077,SALARIED
CUS102265,37,105400,53,112,697,1,28000,0.266,SALARIED
CUS102266,25,298400,41,150,777,2,31000,0.104,SALARIED
CUS102267,40,40600,56,43,717,1,10300,0.254,SALARIED
CUS102268,41,83000,49,180,727,2,6700,0.081,SALARIED
CUS102269,60,35700,53,64,765,0,2400,0.067,SALARIED
CUS102270,51,111200,32,16,709,3,17600,0.158,SALARIED
CUS102271,56,137400,52,49,847,1,25800,0.188,SALARIED
CUS102272,31,162600,52,91,615,4,54400,0.335,SALARIED
CUS102273,35,92500,9,78,671,0,39700,0.429,SALARIED
CUS102274,39,35900,35,60,745,2,10300,0.287,SALARIED
CUS102275,27,83100,73,111,751,1,17900,0.215,SALARIED
CUS102276,48,103500,32,44,729,3,1700,0.03,SALARIED
CUS102277,25,54100,117,43,732,4,5700,0.105,SALARIED
CUS102278,25,75400,93,27,665,2,19000,0.252,SALARIED
CUS102279,50,47800,51,70,776,2,13800,0.289,SALARIED
CUS102280,52,64500,31,95,744,2,6700,0.104,SALARIED
CUS102281,28,128200,38,55,734,0,39200,0.306,SALARIED
CUS102282,30,115400,96,81,772,0,46300,0.401,SALARIED
CUS102283,58,45400,80,89,769,1,12400,0.273,SALARIED
CUS102284,52,61900,9,58,691,0,17900,0.289,SALARIED
CUS102285,48,87200,69,103,749,2,8400,0.096,SALARIED
CUS102286,37,94100,28,47,736,1,35300,0.375,SALARIED
CUS102287,51,63100,30,70,771,2,10500,0.166,SALARIED
CUS102288,28,105300,39,140,797,3,5200,0.049,SALARIED
CUS102289,60,83700,33,79,721,2,19600,0.234,SALARIED
CUS102290,45,30000,28,78,771,0,8300,0.277,SALARIED
CUS102291,29,65700,28,93,745,0,5400,0.082,SALARIED
CUS102292,22,64900,12,80,666,1,22600,0.348,SALARIED
CUS102293,35,115300,30,110,693,1,27600,0.239,SALARIED
CUS102294,23,116300,62,52,694,0,6700,0.058,SALARIED
CUS102295,56,40100,53,58,794,1,5000,0.125,SALARIED
CUS102296,24,103500,29,68,669,3,6100,0.059,SALARIED
CUS102297,34,82200,12,66,650,1,18900,0.23,SALARIED
CUS102298,45,90000,49,63,784,3,43500,0.483,SALARIED
CUS102299,30,64500,20,87,747,1,9200,0.143,SALARIED
CUS102300,41,82700,40,51,719,0,27700,0.335,SALARIED
CUS102301,56,142600,19,43,632,2,41000,0.288,SALARIED
CUS102302,32,89400,16,86,634,1,10200,0.114,SALARIED
CUS102303,47,83400,28,56,599,1,11800,0.141,SALARIED
CUS102304,60,68500,37,73,688,0,7900,0.115,SALARIED
CUS102305,22,136500,36,180,850,0,15300,0.112,SALARIED
CUS102306,33,47800,50,180,748,0,25200,0.527,SALARIED
CUS102307,52,59200,34,140,758,1,22400,0.378,SALARIED
CUS102308,51,46500,69,108,732,0,7400,0.159,SALARIED
CUS102309,36,93000,19,169,662,0,4500,0.048,SALARIED
CUS102310,52,144500,38,70,709,1,12500,0.087,SALARIED
CUS102311,52,73300,99,63,797,2,20600,0.281,SALARIED
CUS102312,54,52500,97,131,758,0,8100,0.154,SALARIED
CUS102313,31,177500,35,33,602,0,8100,0.046,SALARIED
CUS102314,30,104100,62,65,831,2,24200,0.232,SALARIED
CUS102315,35,96300,43,23,730,2,15700,0.163,SALARIED
CUS102316,37,78000,28,89,693,2,8800,0.113,SALARIED
CUS102317,60,114900,19,64,720,3,24500,0.213,SALARIED
CUS102318,38,95600,86,99,711,1,10400,0.109,SALARIED
CUS102319,29,68400,41,169,695,0,24100,0.352,SALARIED
CUS102320,45,73800,34,43,766,0,6600,0.089,SALARIED
CUS102321,60,53700,11,61,690,1,7400,0.138,SALARIED
CUS102322,34,50800,79,21,687,1,13200,0.26,SALARIED
CUS102323,45,74400,46,92,742,1,8900,0.12,SALARIED
CUS102324,42,142900,67,48,755,0,6100,0.043,SALARIED
CUS102325,50,53400,30,58,774,0,4300,0.081,SALARIED
CUS102326,40,123800,42,97,771,1,15900,0.128,SALARIED
CUS102327,41,59300,48,112,743,1,13600,0.229,SALARIED
CUS102328,52,38000,70,58,637,0,19900,0.524,SALARIED
CUS102329,41,108700,32,46,804,2,30100,0.277,SALARIED
CUS102330,55,176900,35,54,790,0,54800,0.31,SALARIED
CUS102331,52,57800,28,45,750,1,4800,0.083,SALARIED
CUS102332,50,41900,141,50,723,1,8300,0.198,SALARIED
CUS102333,59,104300,57,80,703,1,25500,0.244,SALARIED
CUS102334,32,56100,38,80,778,0,1500,0.03,SALARIED
CUS102335,38,108200,28,101,635,1,14700,0.136,SALARIED
CUS102336,41,142700,83,71,756,1,17500,0.123,SALARIED
CUS102337,33,98600,34,65,765,1,12400,0.126,SALARIED
CUS102338,41,122400,44,14,614,2,21000,0.172,SALARIED
CUS102339,28,122700,20,53,840,2,36600,0.298,SALARIED
CUS102340,60,132700,60,98,850,2,42700,0.322,SALARIED
CUS102341,27,86700,53,56,850,0,20600,0.238,SALARIED
CUS102342,43,120700,31,58,773,2,25200,0.209,SALARIED
CUS102343,52,91500,40,45,836,1,10100,0.11,SALARIED
CUS102344,31,101400,64,107,721,1,18500,0.182,SALARIED
CUS102345,42,335600,19,81,850,2,112700,0.336,SALARIED
CUS102346,42,94800,21,66,744,0,12100,0.128,SALARIED
CUS102347,45,43300,33,129,623,2,3600,0.083,SALARIED
CUS102348,42,77800,51,39,694,1,5900,0.076,SALARIED
CUS102349,48,73900,75,79,757,1,11300,0.153,SALARIED
CUS102350,49,75500,32,76,746,0,18300,0.242,SALARIED
CUS102351,33,130500,30,24,671,1,41700,0.32,SALARIED
CUS102352,38,141400,34,85,807,0,20800,0.147,SALARIED
CUS102353,22,81100,54,74,796,1,27800,0.343,SALARIED
CUS102354,49,45400,18,61,699,0,4800,0.106,SALARIED
CUS102355,41,88900,29,22,631,1,36300,0.408,SALARIED
CUS102356,35,66600,21,18,772,3,13000,0.195,SALARIED
CUS102357,47,93400,30,27,708,1,17800,0.191,SALARIED
CUS102358,51,80500,100,67,704,1,17400,0.216,SALARIED
CUS102359,35,146900,42,41,673,0,18700,0.127,SALARIED
CUS102360,43,96200,26,40,809,0,9100,0.095,SALARIED
CUS102361,44,66700,57,117,651,1,3500,0.052,SALARIED
CUS102362,33,45600,10,79,693,1,13800,0.303,SALARIED
CUS102363,42,83200,11,83,710,2,49400,0.594,SALARIED
CUS102364,57,83300,15,58,711,0,12600,0.151,SALARIED
CUS102365,53,75500,23,12,617,1,6000,0.079,SALARIED
CUS102366,23,120500,44,26,706,0,14800,0.123,SALARIED
CUS102367,39,45600,11,66,759,0,14400,0.316,SALARIED
CUS102368,43,60300,22,45,751,2,14400,0.239,SALARIED
CUS102369,49,87000,28,79,597,1,21000,0.241,SALARIED
CUS102370,50,66100,50,56,788,0,7500,0.113,SALARIED
CUS102371,59,72400,34,96,767,1,20600,0.285,SALARIED
CUS102372,45,82700,18,47,639,0,6900,0.083,SALARIED
CUS102373,57,115700,24,27,719,1,27000,0.233,SALARIED
CUS102374,28,81200,32,176,662,0,29700,0.366,SALARIED
CUS102375,36,35000,47,74,796,1,7000,0.2,SALARIED
CUS102376,28,64800,22,116,808,4,6300,0.097,SALARIED
CUS102377,21,106200,58,116,775,0,10000,0.094,SALARIED
CUS102378,25,119800,11,124,827,3,15000,0.125,SALARIED
CUS102379,23,122800,28,62,761,1,31700,0.258,SALARIED
CUS102380,21,139500,50,22,739,0,29300,0.21,SALARIED
CUS102381,24,89700,67,67,769,1,15500,0.173,SALARIED
CUS102382,60,95700,44,121,687,1,31200,0.326,SALARIED
CUS102383,55,53900,43,38,675,3,3800,0.071,SALARIED
CUS102384,52,31900,41,86,724,2,3800,0.119,SALARIED
CUS102385,54,44900,27,108,711,1,22200,0.494,SALARIED
CUS102386,45,62000,32,109,692,1,8700,0.14,SALARIED
CUS102387,30,46100,44,63,823,1,7600,0.165,SALARIED
CUS102388,41,74500,62,55,693,0,29400,0.395,SALARIED
CUS102389,59,69000,33,68,651,3,19200,0.278,SALARIED
CUS102390,47,129600,42,51,652,1,40200,0.31,SALARIED
CUS102391,47,55000,31,56,743,1,8800,0.16,SALARIED
CUS102392,22,90600,36,69,825,1,10400,0.115,SALARIED
CUS102393,33,70400,14,108,622,3,7000,0.099,SALARIED
CUS102394,29,54000,42,60,766,0,11800,0.219,SALARIED
CUS102395,56,61300,72,130,805,1,4300,0.07,SALARIED
CUS102396,42,33800,66,72,685,0,7400,0.219,SALARIED
CUS102397,46,119000,24,80,682,1,4700,0.039,SALARIED
CUS102398,32,159800,22,45,843,1,61800,0.387,SALARIED
CUS102399,37,75400,38,67,806,1,13400,0.178,SALARIED
CUS102400,34,86100,5,43,707,2,5400,0.063,SALARIED
CUS102401,34,74400,15,62,757,2,3400,0.046,SALARIED
CUS102402,54,58800,60,64,735,0,10400,0.177,SALARIED
CUS102403,40,116700,25,53,786,1,9500,0.081,SALARIED
CUS102404,31,98100,60,129,731,1,8900,0.091,SALARIED
CUS102405,36,30000,25,77,697,1,8200,0.273,SALARIED
CUS102406,51,53400,37,95,698,1,1900,0.036,SALARIED
CUS102407,26,33700,81,42,806,1,2900,0.086,SALARIED
CUS102408,39,171200,50,28,748,1,27800,0.162,SALARIED
CUS102409,57,78700,41,86,739,0,25000,0.318,SALARIED
CUS102410,24,94700,47,43,770,0,10700,0.113,SALARIED
CUS102411,24,72500,19,108,766,0,6300,0.087,SALARIED
CUS102412,40,139600,76,74,667,1,5600,0.04,SALARIED
CUS102413,30,125200,63,66,710,0,8400,0.067,SALARIED
CUS102414,44,77100,37,73,666,1,12700,0.165,SALARIED
CUS102415,55,184100,43,66,686,5,53100,0.288,SALARIED
CUS102416,46,92400,45,115,818,1,22900,0.248,SALARIED
CUS102417,57,44100,71,54,850,3,21500,0.488,SALARIED
CUS102418,58,88900,69,60,680,0,18800,0.211,SALARIED
CUS102419,41,107300,12,87,703,1,17000,0.158,SALARIED
CUS102420,60,80100,27,61,723,2,10000,0.125,SALARIED
CUS102421,59,70600,47,62,583,1,14600,0.207,SALARIED
CUS102422,41,188000,60,37,850,2,49400,0.263,SALARIED
CUS102423,30,49800,26,79,664,0,15000,0.301,SALARIED
CUS102424,58,30000,52,53,719,0,3300,0.11,SALARIED
CUS102425,24,176100,44,131,756,1,41500,0.236,SALARIED
CUS102426,40,49000,50,24,736,1,15400,0.314,SALARIED
CUS102427,37,74700,26,60,738,2,12100,0.162,SALARIED
CUS102428,27,71700,36,34,754,1,9100,0.127,SALARIED
CUS102429,24,148000,51,180,660,1,31200,0.211,SALARIED
CUS102430,49,162100,50,78,733,0,57400,0.354,SALARIED
CUS102431,34,47500,47,51,805,2,6800,0.143,SALARIED
CUS102432,23,156500,18,27,705,2,43400,0.277,SALARIED
CUS102433,44,155200,33,38,740,2,60600,0.39,SALARIED
CUS102434,57,85700,24,101,760,1,18200,0.212,SALARIED
CUS102435,36,129300,50,107,767,0,19600,0.152,SALARIED
CUS102436,24,135300,87,54,743,0,36800,0.272,SALARIED
CUS102437,44,75900,43,58,751,0,27900,0.368,SALARIED
CUS102438,54,79200,70,25,682,0,23700,0.299,SALARIED
CUS102439,50,110800,14,68,661,0,17900,0.162,SALARIED
CUS102440,38,40800,42,132,756,1,19500,0.478,SALARIED
CUS102441,39,72500,39,127,712,2,11000,0.152,SALARIED
CUS102442,51,49500,21,131,751,1,5400,0.109,SALARIED
CUS102443,39,161300,28,92,734,2,39900,0.247,SALARIED
CUS102444,39,72100,38,78,695,1,18200,0.252,SALARIED
CUS102445,42,96300,39,52,704,1,9100,0.094,SALARIED
CUS102446,44,77000,121,79,637,2,16300,0.212,SALARIED
CUS102447,32,74800,31,119,728,1,13300,0.178,SALARIED
CUS102448,50,93500,86,66,681,1,11600,0.124,SALARIED
CUS102449,58,61200,20,54,762,1,3900,0.064,SALARIED
CUS102450,51,77700,154,79,732,1,4500,0.058,SALARIED
CUS102451,56,77500,99,141,757,0,5400,0.07,SALARIED
CUS102452,39,70300,52,56,746,2,6600,0.094,SALARIED
CUS102453,56,101400,26,77,772,2,2700,0.03,SALARIED
CUS102454,50,69500,25,66,771,0,18700,0.269,SALARIED
CUS102455,53,175500,39,44,713,1,77700,0.443,SALARIED
CUS102456,38,112800,17,47,768,1,11600,0.103,SALARIED
CUS102457,48,46300,39,63,791,0,4900,0.106,SALARIED
CUS102458,31,108900,91,48,724,1,12700,0.117,SALARIED
CUS102459,53,62300,20,75,773,2,10800,0.173,SALARIED
CUS102460,37,90400,61,62,749,2,18500,0.205,SALARIED
CUS102461,26,61200,65,45,768,1,12300,0.201,SALARIED
CUS102462,24,31700,14,93,767,0,7900,0.249,SALARIED
CUS102463,40,84200,29,128,798,3,8100,0.096,SALARIED
CUS102464,47,44600,72,21,639,1,15200,0.341,SALARIED
CUS102465,35,102700,22,55,773,1,50100,0.488,SALARIED
CUS102466,26,92000,60,52,770,1,5600,0.061,SALARIED
CUS102467,34,64800,21,72,808,0,13300,0.205,SALARIED
CUS102468,31,193300,21,64,755,1,45100,0.233,SALARIED
CUS102469,59,48700,70,51,778,1,14900,0.306,SALARIED
CUS102470,29,64200,27,119,727,2,11400,0.178,SALARIED
CUS102471,46,51300,25,77,686,1,7400,0.144,SALARIED
CUS102472,36,213000,20,28,737,0,43100,0.202,SALARIED
CUS102473,25,156200,12,17,730,0,28400,0.182,SALARIED
CUS102474,30,44800,31,80,752,1,8900,0.199,SALARIED
CUS102475,23,58600,92,54,850,1,1600,0.03,SALARIED
CUS102476,33,59500,20,120,750,1,15000,0.252,SALARIED
CUS102477,50,66300,65,53,737,2,27400,0.413,SALARIED
CUS102478,26,53200,27,56,737,1,12300,0.231,SALARIED
CUS102479,37,64700,57,37,759,4,19400,0.3,SALARIED
CUS102480,39,133600,27,53,743,0,26600,0.199,SALARIED
CUS102481,55,204100,79,73,746,1,32400,0.159,SALARIED
CUS102482,46,42400,27,47,727,1,21200,0.5,SALARIED
CUS102483,25,53200,29,32,774,2,10600,0.199,SALARIED
CUS102484,49,93600,37,59,685,0,13900,0.149,SALARIED
CUS102485,57,41700,85,70,712,1,6400,0.153,SALARIED
CUS102486,40,94700,40,19,801,1,9600,0.101,SALARIED
CUS102487,41,108400,79,52,719,3,900,0.03,SALARIED
CUS102488,30,116500,71,70,689,2,6400,0.055,SALARIED
CUS102489,25,107000,87,43,745,2,31600,0.295,SALARIED
CUS102490,56,66800,79,180,708,1,27500,0.412,SALARIED
CUS102491,26,78300,34,123,676,3,26900,0.344,SALARIED
CUS102492,46,50000,97,142,785,0,5800,0.116,SALARIED
CUS102493,24,104800,48,70,708,1,26400,0.252,SALARIED
CUS102494,59,174900,48,110,744,1,35300,0.202,SALARIED
CUS102495,59,104700,29,42,730,3,35500,0.339,SALARIED
CUS102496,55,62200,14,48,712,0,2200,0.035,SALARIED
CUS102497,21,133000,14,31,714,0,17600,0.132,SALARIED
CUS102498,44,246500,22,68,734,2,117900,0.478,SALARIED
CUS102499,56,94800,49,47,800,1,10600,0.112,SALARIED
CUS102500,26,109100,54,111,753,3,39100,0.358,SALARIED
CUS102501,51,115300,23,103,818,4,55600,0.482,SALARIED
CUS102502,40,41300,10,63,705,2,2100,0.051,SALARIED
CUS102503,44,70600,41,83,741,0,27500,0.39,SALARIED
CUS102504,45,67500,25,57,670,1,8700,0.129,SALARIED
CUS102505,56,123800,35,46,771,2,7600,0.061,SALARIED
CUS102506,41,117400,52,49,792,0,12700,0.108,SALARIED
CUS102507,50,80500,92,81,775,0,8800,0.109,SALARIED
CUS102508,44,65700,32,50,785,0,3600,0.055,SALARIED
CUS102509,50,39800,42,84,734,1,7600,0.191,SALARIED
CUS102510,42,84400,9,63,759,3,11400,0.135,SALARIED
CUS102511,48,55300,52,74,784,1,6400,0.116,SALARIED
CUS102512,27,52300,107,53,798,2,18300,0.35,SALARIED
CUS102513,55,129000,65,17,735,2,48600,0.377,SALARIED
CUS102514,48,123000,71,119,702,0,15200,0.124,SALARIED
CUS102515,34,68200,13,54,811,0,15200,0.223,SALARIED
CUS102516,30,42000,52,63,740,1,8800,0.21,SALARIED
CUS102517,36,58600,38,74,733,4,5100,0.087,SALARIED
CUS102518,36,132900,6,71,696,1,6300,0.047,SALARIED
CUS102519,51,104900,51,26,730,1,18600,0.177,SALARIED
CUS102520,45,68700,25,122,716,2,8300,0.121,SALARIED
CUS102521,33,87300,19,81,684,1,24200,0.277,SALARIED
CUS102522,26,33400,37,50,690,1,5500,0.165,SALARIED
CUS102523,29,32300,23,83,768,2,14200,0.44,SALARIED
CUS102524,56,206900,34,68,720,1,84000,0.406,SALARIED
CUS102525,40,106800,84,53,743,0,18500,0.173,SALARIED
CUS102526,38,85100,30,44,722,2,26800,0.315,SALARIED
CUS102527,41,71100,57,80,684,1,21200,0.298,SALARIED
CUS102528,24,38500,17,87,800,1,8700,0.226,SALARIED
CUS102529,53,132900,56,122,750,3,16300,0.123,SALARIED
CUS102530,47,51000,45,77,773,2,14400,0.282,SALARIED
CUS102531,27,116700,58,111,758,2,11900,0.102,SALARIED
CUS102532,26,90200,24,159,730,2,20100,0.223,SALARIED
CUS102533,35,83000,48,29,708,1,8500,0.102,SALARIED
CUS102534,38,47300,132,89,646,1,2600,0.055,SALARIED
CUS102535,52,47600,57,103,626,0,5500,0.116,SALARIED
CUS102536,31,101300,38,37,781,1,29300,0.289,SALARIED
CUS102537,40,88100,45,61,791,2,7500,0.085,SALARIED
CUS102538,44,86800,25,46,805,0,10300,0.119,SALARIED
CUS102539,35,96700,48,71,729,3,23900,0.247,SALARIED
CUS102540,27,35600,53,43,698,2,4100,0.115,SALARIED
CUS102541,41,134200,39,57,768,2,26900,0.2,SALARIED
CUS102542,46,72400,18,44,802,1,15300,0.211,SALARIED
CUS102543,34,143900,21,23,830,0,9700,0.067,SALARIED
CUS102544,57,34400,16,61,719,0,14600,0.424,SALARIED
CUS102545,41,109800,23,154,787,0,5100,0.046,SALARIED
CUS102546,38,109300,18,79,761,4,13700,0.125,SALARIED
CUS102547,25,43500,22,59,738,1,5800,0.133,SALARIED
CUS102548,23,63800,18,112,700,0,8500,0.133,SALARIED
CUS102549,43,52800,29,54,805,3,10400,0.197,SALARIED
CUS102550,46,125300,17,52,799,4,45800,0.366,SALARIED
CUS102551,57,97700,38,80,726,0,23000,0.235,SALARIED
CUS102552,44,174500,23,69,776,1,18500,0.106,SALARIED
CUS102553,39,93100,4,78,769,1,18000,0.193,SALARIED
CUS102554,45,118200,40,115,770,0,19200,0.162,SALARIED
CUS102555,41,144000,70,102,684,1,25100,0.174,SALARIED
CUS102556,32,109100,111,108,684,1,32700,0.3,SALARIED
CUS102557,53,71500,48,105,726,2,2300,0.032,SALARIED
CUS102558,24,65800,14,144,757,0,13200,0.201,SALARIED
CUS102559,27,82000,20,66,832,2,24800,0.302,SALARIED
CUS102560,42,121600,47,161,655,1,6100,0.05,SALARIED
CUS102561,53,60200,42,145,797,1,17200,0.286,SALARIED
CUS102562,37,114000,15,59,665,2,22200,0.195,SALARIED
