application_id,policy_version,policy_status,failed_rules
APP202628,PL_2026_V1,ELIGIBLE,
APP202629,PL_2026_V1,ELIGIBLE,
APP202630,PL_2026_V1,ELIGIBLE,
APP202631,PL_2026_V1,ELIGIBLE,
APP202632,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202633,PL_2026_V1,INELIGIBLE,MIN_INCOME|BUREAU_SCORE
APP202634,PL_2026_V1,INELIGIBLE,EMPLOYMENT_TENURE
APP202635,PL_2026_V1,ELIGIBLE,
APP202636,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202637,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202638,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202639,PL_2026_V1,ELIGIBLE,
APP202640,PL_2026_V1,ELIGIBLE,
APP202641,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202642,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202643,PL_2026_V1,ELIGIBLE,
APP202644,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202645,PL_2026_V1,ELIGIBLE,
APP202646,PL_2026_V1,ELIGIBLE,
APP202647,PL_2026_V1,ELIGIBLE,
APP202648,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202649,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202650,PL_2026_V1,ELIGIBLE,
APP202651,PL_2026_V1,ELIGIBLE,
APP202652,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202653,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202654,PL_2026_V1,ELIGIBLE,
APP202655,PL_2026_V1,ELIGIBLE,
APP202656,PL_2026_V1,INELIGIBLE,FOIR
APP202657,PL_2026_V1,ELIGIBLE,
APP202658,PL_2026_V1,ELIGIBLE,
APP202659,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202660,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202661,PL_2026_V1,ELIGIBLE,
APP202662,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202663,PL_2026_V1,ELIGIBLE,
APP202664,PL_2026_V1,ELIGIBLE,
APP202665,PL_2026_V1,ELIGIBLE,
APP202666,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202667,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202668,PL_2026_V1,ELIGIBLE,
APP202669,PL_2026_V1,ELIGIBLE,
APP202670,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202671,PL_2026_V1,ELIGIBLE,
APP202672,PL_2026_V1,ELIGIBLE,
APP202673,PL_2026_V1,ELIGIBLE,
APP202674,PL_2026_V1,ELIGIBLE,
APP202675,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202676,PL_2026_V1,ELIGIBLE,
APP202677,PL_2026_V1,ELIGIBLE,
APP202678,PL_2026_V1,ELIGIBLE,
APP202679,PL_2026_V1,ELIGIBLE,
APP202680,PL_2026_V1,ELIGIBLE,
APP202681,PL_2026_V1,ELIGIBLE,
APP202682,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202683,PL_2026_V1,ELIGIBLE,
APP202684,PL_2026_V1,ELIGIBLE,
APP202685,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202686,PL_2026_V1,ELIGIBLE,
APP202687,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202688,PL_2026_V1,ELIGIBLE,
APP202689,PL_2026_V1,ELIGIBLE,
APP202690,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202691,PL_2026_V1,ELIGIBLE,
APP202692,PL_2026_V1,ELIGIBLE,
APP202693,PL_2026_V1,ELIGIBLE,
APP202694,PL_2026_V1,ELIGIBLE,
APP202695,PL_2026_V1,ELIGIBLE,
APP202696,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202697,PL_2026_V1,ELIGIBLE,
APP202698,PL_2026_V1,ELIGIBLE,
APP202699,PL_2026_V1,ELIGIBLE,
APP202700,PL_2026_V1,ELIGIBLE,
APP202701,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202702,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202703,PL_2026_V1,ELIGIBLE,
APP202704,PL_2026_V1,INELIGIBLE,MIN_INCOME|BUREAU_SCORE
APP202705,PL_2026_V1,ELIGIBLE,
APP202706,PL_2026_V1,ELIGIBLE,
APP202707,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202708,PL_2026_V1,ELIGIBLE,
APP202709,PL_2026_V1,ELIGIBLE,
APP202710,PL_2026_V1,ELIGIBLE,
APP202711,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202712,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202713,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202714,PL_2026_V1,ELIGIBLE,
APP202715,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202716,PL_2026_V1,ELIGIBLE,
APP202717,PL_2026_V1,ELIGIBLE,
APP202718,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202719,PL_2026_V1,ELIGIBLE,
APP202720,PL_2026_V1,ELIGIBLE,
APP202721,PL_2026_V1,ELIGIBLE,
APP202722,PL_2026_V1,INELIGIBLE,MIN_INCOME|BUREAU_SCORE
APP202723,PL_2026_V1,ELIGIBLE,
APP202724,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202725,PL_2026_V1,ELIGIBLE,
APP202726,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202727,PL_2026_V1,ELIGIBLE,
APP202728,PL_2026_V1,ELIGIBLE,
APP202729,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202730,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202731,PL_2026_V1,ELIGIBLE,
APP202732,PL_2026_V1,ELIGIBLE,
APP202733,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202734,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202735,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202736,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202737,PL_2026_V1,ELIGIBLE,
APP202738,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202739,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202740,PL_2026_V1,ELIGIBLE,
APP202741,PL_2026_V1,ELIGIBLE,
APP202742,PL_2026_V1,ELIGIBLE,
APP202743,PL_2026_V1,ELIGIBLE,
APP202744,PL_2026_V1,ELIGIBLE,
APP202745,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202746,PL_2026_V1,ELIGIBLE,
APP202747,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202748,PL_2026_V1,ELIGIBLE,
APP202749,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202750,PL_2026_V1,ELIGIBLE,
APP202751,PL_2026_V1,INELIGIBLE,MIN_INCOME|BUREAU_SCORE
APP202752,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202753,PL_2026_V1,ELIGIBLE,
APP202754,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202755,PL_2026_V1,ELIGIBLE,
APP202756,PL_2026_V1,ELIGIBLE,
APP202757,PL_2026_V1,ELIGIBLE,
APP202758,PL_2026_V1,ELIGIBLE,
APP202759,PL_2026_V1,ELIGIBLE,
APP202760,PL_2026_V1,ELIGIBLE,
APP202761,PL_2026_V1,ELIGIBLE,
APP202762,PL_2026_V1,ELIGIBLE,
APP202763,PL_2026_V1,ELIGIBLE,
APP202764,PL_2026_V1,INELIGIBLE,MIN_INCOME|BUREAU_SCORE
APP202765,PL_2026_V1,ELIGIBLE,
APP202766,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202767,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202768,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202769,PL_2026_V1,ELIGIBLE,
APP202770,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202771,PL_2026_V1,ELIGIBLE,
APP202772,PL_2026_V1,ELIGIBLE,
APP202773,PL_2026_V1,INELIGIBLE,MIN_INCOME|BUREAU_SCORE
APP202774,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202775,PL_2026_V1,ELIGIBLE,
APP202776,PL_2026_V1,ELIGIBLE,
APP202777,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202778,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202779,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202780,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202781,PL_2026_V1,ELIGIBLE,
APP202782,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202783,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202784,PL_2026_V1,ELIGIBLE,
APP202785,PL_2026_V1,INELIGIBLE,EMPLOYMENT_TENURE
APP202786,PL_2026_V1,ELIGIBLE,
APP202787,PL_2026_V1,ELIGIBLE,
APP202788,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202789,PL_2026_V1,ELIGIBLE,
APP202790,PL_2026_V1,INELIGIBLE,MIN_INCOME|BUREAU_SCORE
APP202791,PL_2026_V1,ELIGIBLE,
APP202792,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202793,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202794,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202795,PL_2026_V1,INELIGIBLE,MIN_INCOME|BUREAU_SCORE
APP202796,PL_2026_V1,INELIGIBLE,FOIR
APP202797,PL_2026_V1,ELIGIBLE,
APP202798,PL_2026_V1,ELIGIBLE,
APP202799,PL_2026_V1,ELIGIBLE,
APP202800,PL_2026_V1,INELIGIBLE,EMPLOYMENT_TENURE
APP202801,PL_2026_V1,ELIGIBLE,
APP202802,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202803,PL_2026_V1,ELIGIBLE,
APP202804,PL_2026_V1,INELIGIBLE,FOIR
APP202805,PL_2026_V1,INELIGIBLE,MIN_INCOME|BUREAU_SCORE
APP202806,PL_2026_V1,ELIGIBLE,
APP202807,PL_2026_V1,ELIGIBLE,
APP202808,PL_2026_V1,ELIGIBLE,
APP202809,PL_2026_V1,ELIGIBLE,
APP202810,PL_2026_V1,ELIGIBLE,
APP202811,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202812,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202813,PL_2026_V1,ELIGIBLE,
APP202814,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202815,PL_2026_V1,ELIGIBLE,
APP202816,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202817,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202818,PL_2026_V1,ELIGIBLE,
APP202819,PL_2026_V1,ELIGIBLE,
APP202820,PL_2026_V1,ELIGIBLE,
APP202821,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202822,PL_2026_V1,ELIGIBLE,
APP202823,PL_2026_V1,ELIGIBLE,
APP202824,PL_2026_V1,ELIGIBLE,
APP202825,PL_2026_V1,ELIGIBLE,
APP202826,PL_2026_V1,ELIGIBLE,
APP202827,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202828,PL_2026_V1,ELIGIBLE,
APP202829,PL_2026_V1,ELIGIBLE,
APP202830,PL_2026_V1,ELIGIBLE,
APP202831,PL_2026_V1,ELIGIBLE,
APP202832,PL_2026_V1,ELIGIBLE,
APP202833,PL_2026_V1,ELIGIBLE,
APP202834,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202835,PL_2026_V1,ELIGIBLE,
APP202836,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202837,PL_2026_V1,ELIGIBLE,
APP202838,PL_2026_V1,ELIGIBLE,
APP202839,PL_2026_V1,ELIGIBLE,
APP202840,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202841,PL_2026_V1,ELIGIBLE,
APP202842,PL_2026_V1,ELIGIBLE,
APP202843,PL_2026_V1,ELIGIBLE,
APP202844,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202845,PL_2026_V1,ELIGIBLE,
APP202846,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202847,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202848,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202849,PL_2026_V1,ELIGIBLE,
APP202850,PL_2026_V1,ELIGIBLE,
APP202851,PL_2026_V1,ELIGIBLE,
APP202852,PL_2026_V1,ELIGIBLE,
APP202853,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202854,PL_2026_V1,ELIGIBLE,
APP202855,PL_2026_V1,ELIGIBLE,
APP202856,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202857,PL_2026_V1,ELIGIBLE,
APP202858,PL_2026_V1,ELIGIBLE,
APP202859,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202860,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202861,PL_2026_V1,ELIGIBLE,
APP202862,PL_2026_V1,ELIGIBLE,
APP202863,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202864,PL_2026_V1,INELIGIBLE,FOIR
APP202865,PL_2026_V1,ELIGIBLE,
APP202866,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202867,PL_2026_V1,ELIGIBLE,
APP202868,PL_2026_V1,ELIGIBLE,
APP202869,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202870,PL_2026_V1,ELIGIBLE,
APP202871,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202872,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202873,PL_2026_V1,ELIGIBLE,
APP202874,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202875,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202876,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202877,PL_2026_V1,ELIGIBLE,
APP202878,PL_2026_V1,ELIGIBLE,
APP202879,PL_2026_V1,ELIGIBLE,
APP202880,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202881,PL_2026_V1,ELIGIBLE,
APP202882,PL_2026_V1,ELIGIBLE,
APP202883,PL_2026_V1,ELIGIBLE,
APP202884,PL_2026_V1,ELIGIBLE,
APP202885,PL_2026_V1,ELIGIBLE,
APP202886,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202887,PL_2026_V1,ELIGIBLE,
APP202888,PL_2026_V1,ELIGIBLE,
APP202889,PL_2026_V1,ELIGIBLE,
APP202890,PL_2026_V1,INELIGIBLE,MIN_INCOME|BUREAU_SCORE
APP202891,PL_2026_V1,ELIGIBLE,
APP202892,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202893,PL_2026_V1,ELIGIBLE,
APP202894,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202895,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202896,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202897,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202898,PL_2026_V1,ELIGIBLE,
APP202899,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202900,PL_2026_V1,ELIGIBLE,
APP202901,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202902,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202903,PL_2026_V1,ELIGIBLE,
APP202904,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202905,PL_2026_V1,ELIGIBLE,
APP202906,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202907,PL_2026_V1,ELIGIBLE,
APP202908,PL_2026_V1,INELIGIBLE,FOIR
APP202909,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202910,PL_2026_V1,ELIGIBLE,
APP202911,PL_2026_V1,ELIGIBLE,
APP202912,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202913,PL_2026_V1,ELIGIBLE,
APP202914,PL_2026_V1,ELIGIBLE,
APP202915,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202916,PL_2026_V1,ELIGIBLE,
APP202917,PL_2026_V1,ELIGIBLE,
APP202918,PL_2026_V1,ELIGIBLE,
APP202919,PL_2026_V1,ELIGIBLE,
APP202920,PL_2026_V1,ELIGIBLE,
APP202921,PL_2026_V1,ELIGIBLE,
APP202922,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202923,PL_2026_V1,ELIGIBLE,
APP202924,PL_2026_V1,ELIGIBLE,
APP202925,PL_2026_V1,ELIGIBLE,
APP202926,PL_2026_V1,ELIGIBLE,
APP202927,PL_2026_V1,ELIGIBLE,
APP202928,PL_2026_V1,ELIGIBLE,
APP202929,PL_2026_V1,ELIGIBLE,
APP202930,PL_2026_V1,ELIGIBLE,
APP202931,PL_2026_V1,ELIGIBLE,
APP202932,PL_2026_V1,ELIGIBLE,
APP202933,PL_2026_V1,ELIGIBLE,
APP202934,PL_2026_V1,ELIGIBLE,
APP202935,PL_2026_V1,ELIGIBLE,
APP202936,PL_2026_V1,ELIGIBLE,
APP202937,PL_2026_V1,ELIGIBLE,
APP202938,PL_2026_V1,ELIGIBLE,
APP202939,PL_2026_V1,ELIGIBLE,
APP202940,PL_2026_V1,ELIGIBLE,
APP202941,PL_2026_V1,ELIGIBLE,
APP202942,PL_2026_V1,ELIGIBLE,
APP202943,PL_2026_V1,ELIGIBLE,
APP202944,PL_2026_V1,ELIGIBLE,
APP202945,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202946,PL_2026_V1,ELIGIBLE,
APP202947,PL_2026_V1,ELIGIBLE,
APP202948,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202949,PL_2026_V1,ELIGIBLE,
APP202950,PL_2026_V1,ELIGIBLE,
APP202951,PL_2026_V1,ELIGIBLE,
APP202952,PL_2026_V1,ELIGIBLE,
APP202953,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202954,PL_2026_V1,INELIGIBLE,MIN_INCOME|BUREAU_SCORE
APP202955,PL_2026_V1,ELIGIBLE,
APP202956,PL_2026_V1,ELIGIBLE,
APP202957,PL_2026_V1,INELIGIBLE,FOIR
APP202958,PL_2026_V1,ELIGIBLE,
APP202959,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202960,PL_2026_V1,ELIGIBLE,
APP202961,PL_2026_V1,ELIGIBLE,
APP202962,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202963,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202964,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202965,PL_2026_V1,ELIGIBLE,
APP202966,PL_2026_V1,ELIGIBLE,
APP202967,PL_2026_V1,ELIGIBLE,
APP202968,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202969,PL_2026_V1,ELIGIBLE,
APP202970,PL_2026_V1,ELIGIBLE,
APP202971,PL_2026_V1,ELIGIBLE,
APP202972,PL_2026_V1,ELIGIBLE,
APP202973,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202974,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202975,PL_2026_V1,ELIGIBLE,
APP202976,PL_2026_V1,ELIGIBLE,
APP202977,PL_2026_V1,ELIGIBLE,
APP202978,PL_2026_V1,ELIGIBLE,
APP202979,PL_2026_V1,ELIGIBLE,
APP202980,PL_2026_V1,ELIGIBLE,
APP202981,PL_2026_V1,ELIGIBLE,
APP202982,PL_2026_V1,ELIGIBLE,
APP202983,PL_2026_V1,ELIGIBLE,
APP202984,PL_2026_V1,ELIGIBLE,
APP202985,PL_2026_V1,ELIGIBLE,
APP202986,PL_2026_V1,ELIGIBLE,
APP202987,PL_2026_V1,ELIGIBLE,
APP202988,PL_2026_V1,ELIGIBLE,
APP202989,PL_2026_V1,ELIGIBLE,
APP202990,PL_2026_V1,ELIGIBLE,
APP202991,PL_2026_V1,ELIGIBLE,
APP202992,PL_2026_V1,ELIGIBLE,
APP202993,PL_2026_V1,ELIGIBLE,
APP202994,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202995,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202996,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP202997,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP202998,PL_2026_V1,ELIGIBLE,
APP202999,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP203000,PL_2026_V1,ELIGIBLE,
APP203001,PL_2026_V1,ELIGIBLE,
APP203002,PL_2026_V1,ELIGIBLE,
APP203003,PL_2026_V1,INELIGIBLE,FOIR
APP203004,PL_2026_V1,ELIGIBLE,
APP203005,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP203006,PL_2026_V1,ELIGIBLE,
APP203007,PL_2026_V1,INELIGIBLE,MIN_INCOME|BUREAU_SCORE
APP203008,PL_2026_V1,ELIGIBLE,
APP203009,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP203010,PL_2026_V1,ELIGIBLE,
APP203011,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP203012,PL_2026_V1,ELIGIBLE,
APP203013,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP203014,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP203015,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP203016,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP203017,PL_2026_V1,ELIGIBLE,
APP203018,PL_2026_V1,ELIGIBLE,
APP203019,PL_2026_V1,ELIGIBLE,
APP203020,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP203021,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP203022,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP203023,PL_2026_V1,INELIGIBLE,MIN_INCOME|BUREAU_SCORE
APP203024,PL_2026_V1,ELIGIBLE,
APP203025,PL_2026_V1,ELIGIBLE,
APP203026,PL_2026_V1,INELIGIBLE,FOIR
APP203027,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP203028,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP203029,PL_2026_V1,ELIGIBLE,
APP203030,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP203031,PL_2026_V1,ELIGIBLE,
APP203032,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP203033,PL_2026_V1,ELIGIBLE,
APP203034,PL_2026_V1,ELIGIBLE,
APP203035,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP203036,PL_2026_V1,INELIGIBLE,BUREAU_SCORE|EMPLOYMENT_TENURE
APP203037,PL_2026_V1,ELIGIBLE,
APP203038,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP203039,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP203040,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP203041,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP203042,PL_2026_V1,ELIGIBLE,
APP203043,PL_2026_V1,ELIGIBLE,
APP203044,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP203045,PL_2026_V1,ELIGIBLE,
APP203046,PL_2026_V1,ELIGIBLE,
APP203047,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP203048,PL_2026_V1,ELIGIBLE,
APP203049,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP203050,PL_2026_V1,ELIGIBLE,
APP203051,PL_2026_V1,ELIGIBLE,
APP203052,PL_2026_V1,ELIGIBLE,
APP203053,PL_2026_V1,ELIGIBLE,
APP203054,PL_2026_V1,ELIGIBLE,
APP203055,PL_2026_V1,ELIGIBLE,
APP203056,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP203057,PL_2026_V1,ELIGIBLE,
APP203058,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP203059,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP203060,PL_2026_V1,ELIGIBLE,
APP203061,PL_2026_V1,ELIGIBLE,
APP203062,PL_2026_V1,ELIGIBLE,
APP203063,PL_2026_V1,ELIGIBLE,
APP203064,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP203065,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP203066,PL_2026_V1,ELIGIBLE,
APP203067,PL_2026_V1,ELIGIBLE,
APP203068,PL_2026_V1,ELIGIBLE,
APP203069,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP203070,PL_2026_V1,ELIGIBLE,
APP203071,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP203072,PL_2026_V1,INELIGIBLE,MIN_INCOME|BUREAU_SCORE
APP203073,PL_2026_V1,ELIGIBLE,
APP203074,PL_2026_V1,ELIGIBLE,
APP203075,PL_2026_V1,ELIGIBLE,
APP203076,PL_2026_V1,ELIGIBLE,
APP203077,PL_2026_V1,ELIGIBLE,
APP203078,PL_2026_V1,ELIGIBLE,
APP203079,PL_2026_V1,ELIGIBLE,
APP203080,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP203081,PL_2026_V1,ELIGIBLE,
APP203082,PL_2026_V1,ELIGIBLE,
APP203083,PL_2026_V1,ELIGIBLE,
APP203084,PL_2026_V1,ELIGIBLE,
APP203085,PL_2026_V1,ELIGIBLE,
APP203086,PL_2026_V1,ELIGIBLE,
APP203087,PL_2026_V1,ELIGIBLE,
APP203088,PL_2026_V1,ELIGIBLE,
APP203089,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP203090,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP203091,PL_2026_V1,ELIGIBLE,
APP203092,PL_2026_V1,ELIGIBLE,
APP203093,PL_2026_V1,ELIGIBLE,
APP203094,PL_2026_V1,ELIGIBLE,
APP203095,PL_2026_V1,ELIGIBLE,
APP203096,PL_2026_V1,ELIGIBLE,
APP203097,PL_2026_V1,ELIGIBLE,
APP203098,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP203099,PL_2026_V1,ELIGIBLE,
APP203100,PL_2026_V1,ELIGIBLE,
APP203101,PL_2026_V1,ELIGIBLE,
APP203102,PL_2026_V1,ELIGIBLE,
APP203103,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP203104,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP203105,PL_2026_V1,ELIGIBLE,
APP203106,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP203107,PL_2026_V1,ELIGIBLE,
APP203108,PL_2026_V1,ELIGIBLE,
APP203109,PL_2026_V1,ELIGIBLE,
APP203110,PL_2026_V1,ELIGIBLE,
APP203111,PL_2026_V1,ELIGIBLE,
APP203112,PL_2026_V1,ELIGIBLE,
APP203113,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP203114,PL_2026_V1,ELIGIBLE,
APP203115,PL_2026_V1,ELIGIBLE,
APP203116,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP203117,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP203118,PL_2026_V1,ELIGIBLE,
APP203119,PL_2026_V1,ELIGIBLE,
APP203120,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP203121,PL_2026_V1,ELIGIBLE,
APP203122,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP203123,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP203124,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP203125,PL_2026_V1,ELIGIBLE,
APP203126,PL_2026_V1,INELIGIBLE,FOIR
APP203127,PL_2026_V1,ELIGIBLE,
APP203128,PL_2026_V1,ELIGIBLE,
APP203129,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP203130,PL_2026_V1,ELIGIBLE,
