application_id,document_type,status,ocr_confidence,income_mismatch_ratio,name_match
APP200617,PAN,UPLOADED,0.998,0.0,True
APP200617,SALARY_SLIP,UPLOADED,0.981,0.02,True
APP200617,BANK_STATEMENT,UPLOADED,0.867,0.121,True
APP200618,PAN,UPLOADED,0.975,0.0,True
APP200618,SALARY_SLIP,UPLOADED,0.992,0.046,True
APP200618,BANK_STATEMENT,UPLOADED,0.999,0.029,True
APP200619,PAN,UPLOADED,0.986,0.0,True
APP200619,SALARY_SLIP,UPLOADED,0.999,0.013,True
APP200619,BANK_STATEMENT,UPLOADED,0.999,0.019,True
APP200620,PAN,UPLOADED,0.971,0.0,False
APP200620,SALARY_SLIP,UPLOADED,0.983,0.021,True
APP200620,BANK_STATEMENT,UPLOADED,0.95,0.087,True
APP200621,PAN,UPLOADED,0.968,0.0,True
APP200621,SALARY_SLIP,UPLOADED,0.879,0.043,True
APP200621,BANK_STATEMENT,UPLOADED,0.89,0.039,True
APP200622,PAN,UPLOADED,0.934,0.0,True
APP200622,SALARY_SLIP,UPLOADED,0.948,0.005,True
APP200622,BANK_STATEMENT,UPLOADED,0.891,0.114,True
APP200623,PAN,UPLOADED,0.974,0.0,True
APP200623,SALARY_SLIP,UPLOADED,0.933,0.06,True
APP200623,BANK_STATEMENT,UPLOADED,0.923,0.056,True
APP200624,PAN,UPLOADED,0.976,0.0,True
APP200624,SALARY_SLIP,UPLOADED,0.946,0.01,True
APP200624,BANK_STATEMENT,UPLOADED,0.936,0.185,True
APP200625,PAN,UPLOADED,0.983,0.0,True
APP200625,SALARY_SLIP,UPLOADED,0.99,0.055,True
APP200625,BANK_STATEMENT,UPLOADED,0.929,0.145,True
APP200626,PAN,UPLOADED,0.967,0.0,True
APP200626,SALARY_SLIP,UPLOADED,0.999,0.008,True
APP200626,BANK_STATEMENT,UPLOADED,0.869,0.06,True
APP200627,PAN,UPLOADED,0.999,0.0,True
APP200627,SALARY_SLIP,UPLOADED,0.947,0.008,True
APP200627,BANK_STATEMENT,UPLOADED,0.948,0.048,True
APP200628,PAN,UPLOADED,0.982,0.0,True
APP200628,SALARY_SLIP,UPLOADED,0.92,0.018,True
APP200628,BANK_STATEMENT,UPLOADED,0.992,0.026,True
APP200629,PAN,UPLOADED,0.993,0.0,True
APP200629,SALARY_SLIP,UPLOADED,0.963,0.038,True
APP200629,BANK_STATEMENT,UPLOADED,0.999,0.057,True
APP200630,PAN,UPLOADED,0.971,0.0,True
APP200630,SALARY_SLIP,UPLOADED,0.983,0.027,True
APP200630,BANK_STATEMENT,UPLOADED,0.948,0.043,True
APP200631,PAN,UPLOADED,0.999,0.0,True
APP200631,SALARY_SLIP,UPLOADED,0.966,0.02,True
APP200631,BANK_STATEMENT,UPLOADED,0.995,0.049,True
APP200632,PAN,UPLOADED,0.994,0.0,True
APP200632,SALARY_SLIP,UPLOADED,0.935,0.004,True
APP200632,BANK_STATEMENT,UPLOADED,0.912,0.158,True
APP200633,PAN,UPLOADED,0.949,0.0,True
APP200633,SALARY_SLIP,UPLOADED,0.904,0.035,True
APP200633,BANK_STATEMENT,UPLOADED,0.938,0.206,True
APP200634,PAN,UPLOADED,0.999,0.0,True
APP200634,SALARY_SLIP,UPLOADED,0.988,0.049,True
APP200634,BANK_STATEMENT,UPLOADED,0.939,0.087,True
APP200635,PAN,UPLOADED,0.97,0.0,True
APP200635,SALARY_SLIP,UPLOADED,0.975,0.052,True
APP200635,BANK_STATEMENT,UPLOADED,0.973,0.076,True
APP200636,PAN,UPLOADED,0.988,0.0,True
APP200636,SALARY_SLIP,UPLOADED,0.956,0.023,True
APP200636,BANK_STATEMENT,UPLOADED,0.906,0.056,True
APP200637,PAN,UPLOADED,0.994,0.0,True
APP200637,SALARY_SLIP,UPLOADED,0.948,0.048,True
APP200637,BANK_STATEMENT,UPLOADED,0.93,0.005,True
APP200638,PAN,UPLOADED,0.974,0.0,True
APP200638,SALARY_SLIP,UPLOADED,0.88,0.056,True
APP200638,BANK_STATEMENT,UPLOADED,0.972,0.064,True
APP200639,PAN,UPLOADED,0.999,0.0,True
APP200639,SALARY_SLIP,UPLOADED,0.954,0.031,True
APP200639,BANK_STATEMENT,UPLOADED,0.905,0.03,True
APP200640,PAN,UPLOADED,0.963,0.0,True
APP200640,SALARY_SLIP,UPLOADED,0.877,0.007,True
APP200640,BANK_STATEMENT,UPLOADED,0.934,0.162,True
APP200641,PAN,UPLOADED,0.999,0.0,True
APP200641,SALARY_SLIP,UPLOADED,0.935,0.004,True
APP200641,BANK_STATEMENT,UPLOADED,0.999,0.014,True
APP200642,PAN,UPLOADED,0.976,0.0,True
APP200642,SALARY_SLIP,UPLOADED,0.913,0.016,True
APP200642,BANK_STATEMENT,UPLOADED,0.862,0.266,True
APP200643,PAN,UPLOADED,0.94,0.0,True
APP200643,SALARY_SLIP,UPLOADED,0.924,0.012,True
APP200643,BANK_STATEMENT,UPLOADED,0.878,0.089,True
APP200644,PAN,UPLOADED,0.944,0.0,True
APP200644,SALARY_SLIP,UPLOADED,0.958,0.093,True
APP200644,BANK_STATEMENT,UPLOADED,0.899,0.007,True
APP200645,PAN,UPLOADED,0.973,0.0,True
APP200645,SALARY_SLIP,UPLOADED,0.768,0.189,False
APP200645,BANK_STATEMENT,UPLOADED,0.79,0.235,True
APP200646,PAN,UPLOADED,0.999,0.0,True
APP200646,SALARY_SLIP,UPLOADED,0.986,0.042,True
APP200646,BANK_STATEMENT,UPLOADED,0.929,0.112,True
APP200647,PAN,UPLOADED,0.992,0.0,True
APP200647,SALARY_SLIP,UPLOADED,0.944,0.074,True
APP200647,BANK_STATEMENT,UPLOADED,0.944,0.042,True
APP200648,PAN,UPLOADED,0.981,0.0,True
APP200648,SALARY_SLIP,UPLOADED,0.999,0.005,True
APP200648,BANK_STATEMENT,UPLOADED,0.88,0.01,True
APP200649,PAN,UPLOADED,0.984,0.0,True
APP200649,SALARY_SLIP,UPLOADED,0.985,0.009,True
APP200649,BANK_STATEMENT,UPLOADED,0.925,0.018,True
APP200650,PAN,UPLOADED,0.962,0.0,True
APP200650,SALARY_SLIP,UPLOADED,0.951,0.089,True
APP200650,BANK_STATEMENT,UPLOADED,0.999,0.039,True
APP200651,PAN,UPLOADED,0.994,0.0,True
APP200651,SALARY_SLIP,UPLOADED,0.999,0.007,True
APP200651,BANK_STATEMENT,UPLOADED,0.893,0.111,True
APP200652,PAN,UPLOADED,0.962,0.0,True
APP200652,SALARY_SLIP,UPLOADED,0.895,0.015,True
APP200652,BANK_STATEMENT,UPLOADED,0.931,0.033,True
APP200653,PAN,UPLOADED,0.999,0.0,True
APP200653,SALARY_SLIP,UPLOADED,0.987,0.012,True
APP200653,BANK_STATEMENT,UPLOADED,0.924,0.152,True
APP200654,PAN,UPLOADED,0.985,0.0,True
APP200654,SALARY_SLIP,UPLOADED,0.966,0.01,True
APP200654,BANK_STATEMENT,UPLOADED,0.855,0.031,True
APP200655,PAN,UPLOADED,0.959,0.0,True
APP200655,SALARY_SLIP,UPLOADED,0.985,0.024,True
APP200655,BANK_STATEMENT,UPLOADED,0.904,0.007,True
APP200656,PAN,UPLOADED,0.993,0.0,True
APP200656,SALARY_SLIP,UPLOADED,0.969,0.022,True
APP200656,BANK_STATEMENT,UPLOADED,0.943,0.106,True
APP200657,PAN,UPLOADED,0.99,0.0,True
APP200657,SALARY_SLIP,UPLOADED,0.992,0.008,True
APP200657,BANK_STATEMENT,UPLOADED,0.956,0.063,True
APP200658,PAN,UPLOADED,0.914,0.0,True
APP200658,SALARY_SLIP,UPLOADED,0.899,0.004,True
APP200658,BANK_STATEMENT,UPLOADED,0.945,0.126,True
APP200659,PAN,UPLOADED,0.985,0.0,True
APP200659,SALARY_SLIP,UPLOADED,0.918,0.046,True
APP200659,BANK_STATEMENT,UPLOADED,0.932,0.066,True
APP200660,PAN,UPLOADED,0.998,0.0,True
APP200660,SALARY_SLIP,UPLOADED,0.991,0.059,True
APP200660,BANK_STATEMENT,UPLOADED,0.916,0.157,True
APP200661,PAN,UPLOADED,0.991,0.0,True
APP200661,SALARY_SLIP,UPLOADED,0.999,0.02,True
APP200661,BANK_STATEMENT,UPLOADED,0.914,0.067,True
APP200662,PAN,UPLOADED,0.999,0.0,True
APP200662,SALARY_SLIP,UPLOADED,0.936,0.01,True
APP200662,BANK_STATEMENT,UPLOADED,0.918,0.038,True
APP200663,PAN,UPLOADED,0.999,0.0,True
APP200663,SALARY_SLIP,UPLOADED,0.914,0.038,True
APP200663,BANK_STATEMENT,UPLOADED,0.993,0.074,True
APP200664,PAN,UPLOADED,0.999,0.0,True
APP200664,SALARY_SLIP,UPLOADED,0.956,0.004,True
APP200664,BANK_STATEMENT,UPLOADED,0.999,0.161,True
APP200665,PAN,UPLOADED,0.963,0.0,True
APP200665,SALARY_SLIP,UPLOADED,0.994,0.025,True
APP200665,BANK_STATEMENT,UPLOADED,0.923,0.047,True
APP200666,PAN,UPLOADED,0.993,0.0,True
APP200666,SALARY_SLIP,UPLOADED,0.999,0.029,True
APP200666,BANK_STATEMENT,UPLOADED,0.919,0.179,True
APP200667,PAN,UPLOADED,0.998,0.0,True
APP200667,SALARY_SLIP,UPLOADED,0.914,0.002,True
APP200667,BANK_STATEMENT,UPLOADED,0.848,0.059,True
APP200668,PAN,UPLOADED,0.945,0.0,True
APP200668,SALARY_SLIP,UPLOADED,0.968,0.095,True
APP200668,BANK_STATEMENT,UPLOADED,0.999,0.103,True
APP200669,PAN,UPLOADED,0.973,0.0,True
APP200669,SALARY_SLIP,UPLOADED,0.933,0.013,True
APP200669,BANK_STATEMENT,UPLOADED,0.883,0.057,True
APP200670,PAN,UPLOADED,0.983,0.0,True
APP200670,SALARY_SLIP,UPLOADED,0.628,0.139,True
APP200670,BANK_STATEMENT,UPLOADED,0.698,0.253,True
APP200671,PAN,UPLOADED,0.999,0.0,True
APP200671,SALARY_SLIP,UPLOADED,0.914,0.033,True
APP200671,BANK_STATEMENT,UPLOADED,0.92,0.082,True
APP200672,PAN,UPLOADED,0.969,0.0,True
APP200672,SALARY_SLIP,UPLOADED,0.914,0.016,True
APP200672,BANK_STATEMENT,UPLOADED,0.975,0.033,True
APP200673,PAN,UPLOADED,0.993,0.0,True
APP200673,SALARY_SLIP,UPLOADED,0.999,0.048,True
APP200673,BANK_STATEMENT,UPLOADED,0.976,0.115,True
APP200674,PAN,UPLOADED,0.96,0.0,True
APP200674,SALARY_SLIP,UPLOADED,0.961,0.048,True
APP200674,BANK_STATEMENT,UPLOADED,0.915,0.024,True
APP200675,PAN,UPLOADED,0.999,0.0,True
APP200675,SALARY_SLIP,UPLOADED,0.999,0.019,True
APP200675,BANK_STATEMENT,UPLOADED,0.953,0.023,True
APP200676,PAN,UPLOADED,0.999,0.0,True
APP200676,SALARY_SLIP,UPLOADED,0.943,0.006,True
APP200676,BANK_STATEMENT,UPLOADED,0.894,0.124,True
APP200677,PAN,UPLOADED,0.951,0.0,True
APP200677,SALARY_SLIP,UPLOADED,0.999,0.007,True
APP200677,BANK_STATEMENT,UPLOADED,0.854,0.064,True
APP200678,PAN,UPLOADED,0.919,0.0,True
APP200678,SALARY_SLIP,UPLOADED,0.999,0.056,True
APP200678,BANK_STATEMENT,UPLOADED,0.929,0.122,True
APP200679,PAN,UPLOADED,0.932,0.0,True
APP200679,SALARY_SLIP,UPLOADED,0.965,0.039,True
APP200679,BANK_STATEMENT,UPLOADED,0.964,0.033,True
APP200680,PAN,UPLOADED,0.998,0.0,True
APP200680,SALARY_SLIP,UPLOADED,0.923,0.023,True
APP200680,BANK_STATEMENT,UPLOADED,0.947,0.045,True
APP200681,PAN,UPLOADED,0.982,0.0,True
APP200681,SALARY_SLIP,UPLOADED,0.921,0.036,True
APP200681,BANK_STATEMENT,UPLOADED,0.903,0.007,True
APP200682,PAN,UPLOADED,0.987,0.0,True
APP200682,SALARY_SLIP,UPLOADED,0.909,0.083,True
APP200682,BANK_STATEMENT,UPLOADED,0.881,0.221,True
APP200683,PAN,UPLOADED,0.983,0.0,True
APP200683,SALARY_SLIP,UPLOADED,0.92,0.005,True
APP200683,BANK_STATEMENT,UPLOADED,0.897,0.115,True
APP200684,PAN,UPLOADED,0.99,0.0,True
APP200684,SALARY_SLIP,UPLOADED,0.91,0.025,True
APP200684,BANK_STATEMENT,UPLOADED,0.997,0.038,True
APP200685,PAN,UPLOADED,0.996,0.0,True
APP200685,SALARY_SLIP,UPLOADED,0.931,0.025,True
APP200685,BANK_STATEMENT,UPLOADED,0.854,0.022,True
APP200686,PAN,UPLOADED,0.999,0.0,True
APP200686,SALARY_SLIP,UPLOADED,0.976,0.012,True
APP200686,BANK_STATEMENT,UPLOADED,0.835,0.239,True
APP200687,PAN,UPLOADED,0.999,0.0,True
APP200687,SALARY_SLIP,UPLOADED,0.882,0.013,True
APP200687,BANK_STATEMENT,UPLOADED,0.874,0.019,True
APP200688,PAN,UPLOADED,0.98,0.0,True
APP200688,SALARY_SLIP,UPLOADED,0.976,0.073,True
APP200688,BANK_STATEMENT,UPLOADED,0.956,0.048,True
APP200689,PAN,UPLOADED,0.997,0.0,True
APP200689,SALARY_SLIP,UPLOADED,0.986,0.035,True
APP200689,BANK_STATEMENT,UPLOADED,0.963,0.089,True
APP200690,PAN,UPLOADED,0.971,0.0,False
APP200690,SALARY_SLIP,UPLOADED,0.976,0.023,True
APP200690,BANK_STATEMENT,UPLOADED,0.997,0.076,True
APP200691,PAN,UPLOADED,0.974,0.0,True
APP200691,SALARY_SLIP,UPLOADED,0.997,0.01,True
APP200691,BANK_STATEMENT,UPLOADED,0.999,0.003,True
APP200692,PAN,UPLOADED,0.985,0.0,True
APP200692,SALARY_SLIP,UPLOADED,0.938,0.002,True
APP200692,BANK_STATEMENT,UPLOADED,0.999,0.014,True
APP200693,PAN,UPLOADED,0.974,0.0,True
APP200693,SALARY_SLIP,UPLOADED,0.894,0.063,True
APP200693,BANK_STATEMENT,UPLOADED,0.947,0.051,True
APP200694,PAN,UPLOADED,0.963,0.0,True
APP200694,SALARY_SLIP,UPLOADED,0.864,0.199,True
APP200694,BANK_STATEMENT,UPLOADED,0.745,0.226,True
APP200695,PAN,UPLOADED,0.95,0.0,True
APP200695,SALARY_SLIP,UPLOADED,0.909,0.054,True
APP200695,BANK_STATEMENT,UPLOADED,0.857,0.005,True
APP200696,PAN,UPLOADED,0.999,0.0,True
APP200696,SALARY_SLIP,UPLOADED,0.955,0.05,True
APP200696,BANK_STATEMENT,UPLOADED,0.962,0.073,True
APP200697,PAN,UPLOADED,0.952,0.0,True
APP200697,SALARY_SLIP,UPLOADED,0.926,0.054,True
APP200697,BANK_STATEMENT,UPLOADED,0.894,0.241,True
APP200698,PAN,UPLOADED,0.984,0.0,True
APP200698,SALARY_SLIP,UPLOADED,0.935,0.017,True
APP200698,BANK_STATEMENT,UPLOADED,0.923,0.023,True
APP200699,PAN,UPLOADED,0.971,0.0,True
APP200699,SALARY_SLIP,UPLOADED,0.964,0.113,True
APP200699,BANK_STATEMENT,UPLOADED,0.935,0.125,True
APP200700,PAN,UPLOADED,0.951,0.0,True
APP200700,SALARY_SLIP,UPLOADED,0.999,0.044,True
APP200700,BANK_STATEMENT,UPLOADED,0.853,0.067,True
APP200701,PAN,UPLOADED,0.999,0.0,True
APP200701,SALARY_SLIP,UPLOADED,0.879,0.018,True
APP200701,BANK_STATEMENT,UPLOADED,0.864,0.194,True
APP200702,PAN,UPLOADED,0.999,0.0,True
APP200702,SALARY_SLIP,UPLOADED,0.991,0.058,True
APP200702,BANK_STATEMENT,UPLOADED,0.946,0.056,True
APP200703,PAN,UPLOADED,0.999,0.0,True
APP200703,SALARY_SLIP,UPLOADED,0.895,0.049,True
APP200703,BANK_STATEMENT,UPLOADED,0.834,0.013,True
APP200704,PAN,UPLOADED,0.959,0.0,True
APP200704,SALARY_SLIP,UPLOADED,0.916,0.026,True
APP200704,BANK_STATEMENT,UPLOADED,0.987,0.044,True
APP200705,PAN,UPLOADED,0.971,0.0,True
APP200705,SALARY_SLIP,UPLOADED,0.932,0.088,True
APP200705,BANK_STATEMENT,UPLOADED,0.906,0.082,True
APP200706,PAN,UPLOADED,0.958,0.0,True
APP200706,SALARY_SLIP,UPLOADED,0.961,0.028,True
APP200706,BANK_STATEMENT,UPLOADED,0.963,0.085,True
APP200707,PAN,UPLOADED,0.999,0.0,True
APP200707,SALARY_SLIP,UPLOADED,0.883,0.034,True
APP200707,BANK_STATEMENT,UPLOADED,0.919,0.092,True
APP200708,PAN,UPLOADED,0.967,0.0,True
APP200708,SALARY_SLIP,UPLOADED,0.87,0.062,True
APP200708,BANK_STATEMENT,UPLOADED,0.894,0.111,True
APP200709,PAN,UPLOADED,0.958,0.0,True
APP200709,SALARY_SLIP,UPLOADED,0.933,0.049,False
APP200709,BANK_STATEMENT,UPLOADED,0.904,0.014,True
APP200710,PAN,UPLOADED,0.992,0.0,True
APP200710,SALARY_SLIP,UPLOADED,0.956,0.035,True
APP200710,BANK_STATEMENT,UPLOADED,0.984,0.005,True
APP200711,PAN,UPLOADED,0.981,0.0,True
APP200711,SALARY_SLIP,UPLOADED,0.947,0.09,True
APP200711,BANK_STATEMENT,UPLOADED,0.928,0.064,True
APP200712,PAN,UPLOADED,0.97,0.0,True
APP200712,SALARY_SLIP,UPLOADED,0.946,0.011,True
APP200712,BANK_STATEMENT,UPLOADED,0.985,0.194,True
APP200713,PAN,UPLOADED,0.999,0.0,True
APP200713,SALARY_SLIP,UPLOADED,0.94,0.005,True
APP200713,BANK_STATEMENT,UPLOADED,0.966,0.069,True
APP200714,PAN,UPLOADED,0.967,0.0,True
APP200714,SALARY_SLIP,UPLOADED,0.888,0.0,True
APP200714,BANK_STATEMENT,UPLOADED,0.895,0.087,True
APP200715,PAN,UPLOADED,0.989,0.0,True
APP200715,SALARY_SLIP,UPLOADED,0.959,0.014,True
APP200715,BANK_STATEMENT,UPLOADED,0.862,0.001,True
APP200716,PAN,UPLOADED,0.999,0.0,True
APP200716,SALARY_SLIP,UPLOADED,0.975,0.068,True
APP200716,BANK_STATEMENT,UPLOADED,0.974,0.024,True
APP200717,PAN,UPLOADED,0.959,0.0,True
APP200717,SALARY_SLIP,UPLOADED,0.975,0.009,True
APP200717,BANK_STATEMENT,UPLOADED,0.948,0.082,True
APP200718,PAN,UPLOADED,0.957,0.0,True
APP200718,SALARY_SLIP,UPLOADED,0.928,0.016,True
APP200718,BANK_STATEMENT,UPLOADED,0.99,0.068,True
APP200719,PAN,UPLOADED,0.964,0.0,True
APP200719,SALARY_SLIP,UPLOADED,0.942,0.006,True
APP200719,BANK_STATEMENT,UPLOADED,0.932,0.102,True
APP200720,PAN,UPLOADED,0.991,0.0,True
APP200720,SALARY_SLIP,UPLOADED,0.999,0.001,True
APP200720,BANK_STATEMENT,UPLOADED,0.908,0.042,True
APP200721,PAN,UPLOADED,0.984,0.0,True
APP200721,SALARY_SLIP,UPLOADED,0.968,0.035,True
APP200721,BANK_STATEMENT,UPLOADED,0.95,0.041,True
APP200722,PAN,UPLOADED,0.999,0.0,True
APP200722,SALARY_SLIP,UPLOADED,0.986,0.044,True
APP200722,BANK_STATEMENT,UPLOADED,0.978,0.001,True
APP200723,PAN,UPLOADED,0.953,0.0,True
APP200723,SALARY_SLIP,UPLOADED,0.999,0.045,True
APP200723,BANK_STATEMENT,UPLOADED,0.909,0.047,True
APP200724,PAN,UPLOADED,0.967,0.0,True
APP200724,SALARY_SLIP,UPLOADED,0.989,0.031,True
APP200724,BANK_STATEMENT,UPLOADED,0.908,0.083,True
APP200725,PAN,UPLOADED,0.972,0.0,True
APP200725,SALARY_SLIP,UPLOADED,0.938,0.034,True
APP200725,BANK_STATEMENT,UPLOADED,0.862,0.136,True
APP200726,PAN,UPLOADED,0.986,0.0,True
APP200726,SALARY_SLIP,UPLOADED,0.956,0.032,True
APP200726,BANK_STATEMENT,UPLOADED,0.984,0.087,True
APP200727,PAN,UPLOADED,0.999,0.0,True
APP200727,SALARY_SLIP,UPLOADED,0.903,0.083,True
APP200727,BANK_STATEMENT,UPLOADED,0.878,0.01,True
APP200728,PAN,UPLOADED,0.952,0.0,True
APP200728,SALARY_SLIP,UPLOADED,0.954,0.018,True
APP200728,BANK_STATEMENT,UPLOADED,0.899,0.133,True
APP200729,PAN,UPLOADED,0.987,0.0,True
APP200729,SALARY_SLIP,UPLOADED,0.95,0.029,True
APP200729,BANK_STATEMENT,UPLOADED,0.935,0.038,True
APP200730,PAN,UPLOADED,0.984,0.0,True
APP200730,SALARY_SLIP,UPLOADED,0.999,0.005,True
APP200730,BANK_STATEMENT,UPLOADED,0.861,0.039,True
APP200731,PAN,UPLOADED,0.999,0.0,True
APP200731,SALARY_SLIP,UPLOADED,0.97,0.016,True
APP200731,BANK_STATEMENT,UPLOADED,0.94,0.079,True
APP200732,PAN,UPLOADED,0.974,0.0,True
APP200732,SALARY_SLIP,UPLOADED,0.982,0.014,True
APP200732,BANK_STATEMENT,UPLOADED,0.873,0.149,True
APP200733,PAN,UPLOADED,0.97,0.0,True
APP200733,SALARY_SLIP,UPLOADED,0.915,0.01,True
APP200733,BANK_STATEMENT,UPLOADED,0.901,0.094,True
APP200734,PAN,UPLOADED,0.98,0.0,True
APP200734,SALARY_SLIP,UPLOADED,0.894,0.07,True
APP200734,BANK_STATEMENT,UPLOADED,0.852,0.032,True
APP200735,PAN,UPLOADED,0.955,0.0,True
APP200735,SALARY_SLIP,UPLOADED,0.934,0.015,True
APP200735,BANK_STATEMENT,UPLOADED,0.982,0.018,True
APP200736,PAN,UPLOADED,0.916,0.0,True
APP200736,SALARY_SLIP,UPLOADED,0.952,0.013,True
APP200736,BANK_STATEMENT,UPLOADED,0.998,0.035,True
APP200737,PAN,UPLOADED,0.972,0.0,True
APP200737,SALARY_SLIP,UPLOADED,0.987,0.01,True
APP200737,BANK_STATEMENT,UPLOADED,0.865,0.046,True
APP200738,PAN,UPLOADED,0.959,0.0,True
APP200738,SALARY_SLIP,UPLOADED,0.94,0.074,True
APP200738,BANK_STATEMENT,UPLOADED,0.877,0.08,True
APP200739,PAN,UPLOADED,0.982,0.0,True
APP200739,SALARY_SLIP,UPLOADED,0.919,0.021,True
APP200739,BANK_STATEMENT,UPLOADED,0.999,0.01,True
APP200740,PAN,UPLOADED,0.999,0.0,True
APP200740,SALARY_SLIP,UPLOADED,0.991,0.066,True
APP200740,BANK_STATEMENT,UPLOADED,0.999,0.001,True
APP200741,PAN,UPLOADED,0.997,0.0,True
APP200741,SALARY_SLIP,UPLOADED,0.964,0.085,True
APP200741,BANK_STATEMENT,UPLOADED,0.999,0.095,True
APP200742,PAN,UPLOADED,0.95,0.0,True
APP200742,SALARY_SLIP,UPLOADED,0.909,0.025,True
APP200742,BANK_STATEMENT,UPLOADED,0.966,0.106,True
APP200743,PAN,UPLOADED,0.985,0.0,True
APP200743,SALARY_SLIP,UPLOADED,0.945,0.059,True
APP200743,BANK_STATEMENT,UPLOADED,0.92,0.188,True
APP200744,PAN,UPLOADED,0.992,0.0,True
APP200744,SALARY_SLIP,UPLOADED,0.999,0.011,True
APP200744,BANK_STATEMENT,UPLOADED,0.804,0.086,True
APP200745,PAN,UPLOADED,0.959,0.0,True
APP200745,SALARY_SLIP,UPLOADED,0.893,0.07,True
APP200745,BANK_STATEMENT,UPLOADED,0.96,0.064,True
APP200746,PAN,UPLOADED,0.979,0.0,True
APP200746,SALARY_SLIP,UPLOADED,0.932,0.036,True
APP200746,BANK_STATEMENT,UPLOADED,0.99,0.096,True
APP200747,PAN,UPLOADED,0.992,0.0,True
APP200747,SALARY_SLIP,UPLOADED,0.894,0.023,True
APP200747,BANK_STATEMENT,UPLOADED,0.887,0.105,True
APP200748,PAN,UPLOADED,0.999,0.0,True
APP200748,SALARY_SLIP,UPLOADED,0.909,0.028,True
APP200748,BANK_STATEMENT,UPLOADED,0.947,0.143,True
APP200749,PAN,UPLOADED,0.98,0.0,True
APP200749,SALARY_SLIP,UPLOADED,0.955,0.042,True
APP200749,BANK_STATEMENT,UPLOADED,0.967,0.115,True
APP200750,PAN,UPLOADED,0.999,0.0,True
APP200750,SALARY_SLIP,UPLOADED,0.963,0.026,True
APP200750,BANK_STATEMENT,UPLOADED,0.94,0.067,True
APP200751,PAN,UPLOADED,0.973,0.0,True
APP200751,SALARY_SLIP,UPLOADED,0.906,0.03,True
APP200751,BANK_STATEMENT,UPLOADED,0.999,0.145,True
APP200752,PAN,UPLOADED,0.982,0.0,True
APP200752,SALARY_SLIP,UPLOADED,0.977,0.067,True
APP200752,BANK_STATEMENT,UPLOADED,0.906,0.078,True
APP200753,PAN,UPLOADED,0.992,0.0,True
APP200753,SALARY_SLIP,UPLOADED,0.931,0.052,True
APP200753,BANK_STATEMENT,UPLOADED,0.926,0.087,True
APP200754,PAN,UPLOADED,0.948,0.0,True
APP200754,SALARY_SLIP,UPLOADED,0.952,0.058,True
APP200754,BANK_STATEMENT,UPLOADED,0.871,0.07,True
APP200755,PAN,UPLOADED,0.996,0.0,True
APP200755,SALARY_SLIP,UPLOADED,0.914,0.002,True
APP200755,BANK_STATEMENT,UPLOADED,0.88,0.048,True
APP200756,PAN,UPLOADED,0.999,0.0,True
APP200756,SALARY_SLIP,UPLOADED,0.939,0.008,True
APP200756,BANK_STATEMENT,UPLOADED,0.95,0.17,True
APP200757,PAN,UPLOADED,0.981,0.0,True
APP200757,SALARY_SLIP,UPLOADED,0.999,0.105,True
APP200757,BANK_STATEMENT,UPLOADED,0.932,0.04,True
APP200758,PAN,UPLOADED,0.992,0.0,True
APP200758,SALARY_SLIP,UPLOADED,0.925,0.019,True
APP200758,BANK_STATEMENT,UPLOADED,0.948,0.158,True
APP200759,PAN,UPLOADED,0.958,0.0,True
APP200759,SALARY_SLIP,UPLOADED,0.881,0.055,True
APP200759,BANK_STATEMENT,UPLOADED,0.97,0.057,True
APP200760,PAN,UPLOADED,0.957,0.0,True
APP200760,SALARY_SLIP,UPLOADED,0.976,0.084,True
APP200760,BANK_STATEMENT,UPLOADED,0.974,0.054,True
APP200761,PAN,UPLOADED,0.984,0.0,True
APP200761,SALARY_SLIP,UPLOADED,0.993,0.021,True
APP200761,BANK_STATEMENT,UPLOADED,0.9,0.104,True
APP200762,PAN,UPLOADED,0.987,0.0,True
APP200762,SALARY_SLIP,UPLOADED,0.947,0.029,True
APP200762,BANK_STATEMENT,UPLOADED,0.97,0.013,True
APP200763,PAN,UPLOADED,0.998,0.0,True
APP200763,SALARY_SLIP,UPLOADED,0.963,0.029,True
APP200763,BANK_STATEMENT,UPLOADED,0.942,0.035,True
APP200764,PAN,UPLOADED,0.999,0.0,True
APP200764,SALARY_SLIP,UPLOADED,0.895,0.016,True
APP200764,BANK_STATEMENT,UPLOADED,0.969,0.093,True
APP200765,PAN,UPLOADED,0.999,0.0,True
APP200765,SALARY_SLIP,UPLOADED,0.917,0.058,True
APP200765,BANK_STATEMENT,UPLOADED,0.946,0.259,True
APP200766,PAN,UPLOADED,0.981,0.0,True
APP200766,SALARY_SLIP,UPLOADED,0.947,0.069,True
APP200766,BANK_STATEMENT,UPLOADED,0.998,0.126,True
APP200767,PAN,UPLOADED,0.999,0.0,True
APP200767,SALARY_SLIP,UPLOADED,0.927,0.074,True
APP200767,BANK_STATEMENT,UPLOADED,0.889,0.038,True
APP200768,PAN,UPLOADED,0.986,0.0,True
APP200768,SALARY_SLIP,UPLOADED,0.94,0.025,True
APP200768,BANK_STATEMENT,UPLOADED,0.927,0.022,True
APP200769,PAN,UPLOADED,0.99,0.0,True
APP200769,SALARY_SLIP,UPLOADED,0.988,0.004,True
APP200769,BANK_STATEMENT,UPLOADED,0.929,0.191,True
APP200770,PAN,UPLOADED,0.934,0.0,True
