application_id,routing_decision,routing_reason,human_review_required
APP201896,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201897,DECLINE,POLICY_FAILURE,False
APP201898,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201899,HUMAN_REVIEW,LOW_DOCUMENT_CONFIDENCE,True
APP201900,DECLINE,POLICY_FAILURE,False
APP201901,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201902,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201903,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201904,DECLINE,POLICY_FAILURE,False
APP201905,DECLINE,POLICY_FAILURE,False
APP201906,DECLINE,POLICY_FAILURE,False
APP201907,DECLINE,POLICY_FAILURE,False
APP201908,DECLINE,POLICY_FAILURE,False
APP201909,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201910,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201911,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201912,DECLINE,POLICY_FAILURE,False
APP201913,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201914,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201915,DECLINE,POLICY_FAILURE,False
APP201916,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201917,DECLINE,POLICY_FAILURE,False
APP201918,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201919,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201920,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201921,HUMAN_REVIEW,LOW_DOCUMENT_CONFIDENCE,True
APP201922,DECLINE,POLICY_FAILURE,False
APP201923,DECLINE,POLICY_FAILURE,False
APP201924,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201925,DECLINE,POLICY_FAILURE,False
APP201926,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201927,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201928,DECLINE,POLICY_FAILURE,False
APP201929,DECLINE,POLICY_FAILURE,False
APP201930,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201931,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201932,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201933,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201934,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201935,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201936,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201937,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201938,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201939,DECLINE,POLICY_FAILURE,False
APP201940,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201941,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201942,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201943,DECLINE,POLICY_FAILURE,False
APP201944,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201945,DECLINE,POLICY_FAILURE,False
APP201946,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201947,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201948,DECLINE,POLICY_FAILURE,False
APP201949,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201950,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201951,DECLINE,POLICY_FAILURE,False
APP201952,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201953,DECLINE,POLICY_FAILURE,False
APP201954,DECLINE,POLICY_FAILURE,False
APP201955,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201956,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201957,DECLINE,POLICY_FAILURE,False
APP201958,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201959,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201960,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201961,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201962,DECLINE,POLICY_FAILURE,False
APP201963,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201964,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201965,DECLINE,POLICY_FAILURE,False
APP201966,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201967,DECLINE,POLICY_FAILURE,False
APP201968,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201969,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201970,DECLINE,POLICY_FAILURE,False
APP201971,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201972,DECLINE,POLICY_FAILURE,False
APP201973,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201974,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201975,DECLINE,POLICY_FAILURE,False
APP201976,DECLINE,POLICY_FAILURE,False
APP201977,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201978,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201979,DECLINE,POLICY_FAILURE,False
APP201980,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201981,DECLINE,POLICY_FAILURE,False
APP201982,DECLINE,POLICY_FAILURE,False
APP201983,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201984,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201985,DECLINE,POLICY_FAILURE,False
APP201986,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201987,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201988,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201989,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201990,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201991,DECLINE,POLICY_FAILURE,False
APP201992,DECLINE,POLICY_FAILURE,False
APP201993,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201994,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201995,DECLINE,POLICY_FAILURE,False
APP201996,DECLINE,POLICY_FAILURE,False
APP201997,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201998,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP201999,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202000,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202001,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202002,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202003,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202004,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202005,DECLINE,POLICY_FAILURE,False
APP202006,DECLINE,POLICY_FAILURE,False
APP202007,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202008,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202009,DECLINE,POLICY_FAILURE,False
APP202010,DECLINE,POLICY_FAILURE,False
APP202011,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202012,DECLINE,POLICY_FAILURE,False
APP202013,DECLINE,POLICY_FAILURE,False
APP202014,DECLINE,POLICY_FAILURE,False
APP202015,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202016,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202017,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202018,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202019,DECLINE,POLICY_FAILURE,False
APP202020,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202021,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202022,DECLINE,POLICY_FAILURE,False
APP202023,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202024,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202025,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202026,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202027,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202028,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202029,DECLINE,POLICY_FAILURE,False
APP202030,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202031,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202032,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202033,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202034,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202035,DECLINE,POLICY_FAILURE,False
APP202036,DECLINE,POLICY_FAILURE,False
APP202037,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202038,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202039,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202040,DECLINE,POLICY_FAILURE,False
APP202041,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202042,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202043,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202044,DECLINE,POLICY_FAILURE,False
APP202045,DECLINE,POLICY_FAILURE,False
APP202046,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202047,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202048,DECLINE,POLICY_FAILURE,False
APP202049,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202050,DECLINE,POLICY_FAILURE,False
APP202051,DECLINE,POLICY_FAILURE,False
APP202052,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202053,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202054,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202055,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202056,DECLINE,POLICY_FAILURE,False
APP202057,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202058,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202059,DECLINE,POLICY_FAILURE,False
APP202060,DECLINE,POLICY_FAILURE,False
APP202061,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202062,DECLINE,POLICY_FAILURE,False
APP202063,DECLINE,POLICY_FAILURE,False
APP202064,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202065,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202066,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202067,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202068,DECLINE,POLICY_FAILURE,False
APP202069,DECLINE,POLICY_FAILURE,False
APP202070,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202071,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202072,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202073,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202074,DECLINE,POLICY_FAILURE,False
APP202075,DECLINE,POLICY_FAILURE,False
APP202076,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202077,HUMAN_REVIEW,MEDIUM_FRAUD_RISK,True
APP202078,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202079,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202080,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202081,DECLINE,POLICY_FAILURE,False
APP202082,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202083,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202084,DECLINE,POLICY_FAILURE,False
APP202085,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202086,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202087,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202088,DECLINE,POLICY_FAILURE,False
APP202089,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202090,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202091,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202092,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202093,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202094,DECLINE,POLICY_FAILURE,False
APP202095,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202096,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202097,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202098,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202099,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202100,DECLINE,POLICY_FAILURE,False
APP202101,DECLINE,POLICY_FAILURE,False
APP202102,DECLINE,POLICY_FAILURE,False
APP202103,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202104,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202105,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202106,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202107,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202108,DECLINE,POLICY_FAILURE,False
APP202109,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202110,DECLINE,POLICY_FAILURE,False
APP202111,DECLINE,POLICY_FAILURE,False
APP202112,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202113,DECLINE,POLICY_FAILURE,False
APP202114,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202115,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202116,DECLINE,POLICY_FAILURE,False
APP202117,DECLINE,POLICY_FAILURE,False
APP202118,DECLINE,POLICY_FAILURE,False
APP202119,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202120,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202121,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202122,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202123,DECLINE,POLICY_FAILURE,False
APP202124,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202125,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202126,DECLINE,POLICY_FAILURE,False
APP202127,DECLINE,POLICY_FAILURE,False
APP202128,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202129,DECLINE,POLICY_FAILURE,False
APP202130,DECLINE,POLICY_FAILURE,False
APP202131,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202132,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202133,DECLINE,POLICY_FAILURE,False
APP202134,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202135,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202136,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202137,DECLINE,POLICY_FAILURE,False
APP202138,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202139,DECLINE,POLICY_FAILURE,False
APP202140,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202141,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202142,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202143,DECLINE,POLICY_FAILURE,False
APP202144,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202145,DECLINE,POLICY_FAILURE,False
APP202146,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202147,DECLINE,POLICY_FAILURE,False
APP202148,HUMAN_REVIEW,LOW_DOCUMENT_CONFIDENCE,True
APP202149,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202150,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202151,DECLINE,POLICY_FAILURE,False
APP202152,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202153,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202154,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202155,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202156,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202157,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202158,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202159,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202160,DECLINE,POLICY_FAILURE,False
APP202161,DECLINE,POLICY_FAILURE,False
APP202162,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202163,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202164,DECLINE,POLICY_FAILURE,False
APP202165,DECLINE,POLICY_FAILURE,False
APP202166,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202167,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202168,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202169,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202170,DECLINE,POLICY_FAILURE,False
APP202171,DECLINE,POLICY_FAILURE,False
APP202172,DECLINE,POLICY_FAILURE,False
APP202173,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202174,DECLINE,POLICY_FAILURE,False
APP202175,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202176,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202177,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202178,DECLINE,POLICY_FAILURE,False
APP202179,DECLINE,POLICY_FAILURE,False
APP202180,DECLINE,POLICY_FAILURE,False
APP202181,DECLINE,POLICY_FAILURE,False
APP202182,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202183,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202184,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202185,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202186,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202187,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202188,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202189,DECLINE,POLICY_FAILURE,False
APP202190,DECLINE,POLICY_FAILURE,False
APP202191,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202192,DECLINE,POLICY_FAILURE,False
APP202193,DECLINE,POLICY_FAILURE,False
APP202194,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202195,DECLINE,POLICY_FAILURE,False
APP202196,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202197,DECLINE,POLICY_FAILURE,False
APP202198,DECLINE,POLICY_FAILURE,False
APP202199,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202200,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202201,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202202,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202203,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202204,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202205,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202206,DECLINE,POLICY_FAILURE,False
APP202207,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202208,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202209,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202210,DECLINE,POLICY_FAILURE,False
APP202211,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202212,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202213,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202214,DECLINE,POLICY_FAILURE,False
APP202215,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202216,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202217,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202218,DECLINE,POLICY_FAILURE,False
APP202219,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202220,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202221,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202222,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202223,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202224,DECLINE,POLICY_FAILURE,False
APP202225,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202226,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202227,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202228,DECLINE,POLICY_FAILURE,False
APP202229,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202230,DECLINE,POLICY_FAILURE,False
APP202231,DECLINE,POLICY_FAILURE,False
APP202232,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202233,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202234,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202235,DECLINE,POLICY_FAILURE,False
APP202236,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202237,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202238,DECLINE,POLICY_FAILURE,False
APP202239,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202240,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202241,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202242,DECLINE,POLICY_FAILURE,False
APP202243,DECLINE,POLICY_FAILURE,False
APP202244,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202245,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202246,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202247,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202248,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202249,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202250,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202251,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202252,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202253,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202254,DECLINE,POLICY_FAILURE,False
APP202255,DECLINE,POLICY_FAILURE,False
APP202256,DECLINE,POLICY_FAILURE,False
APP202257,DECLINE,POLICY_FAILURE,False
APP202258,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202259,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202260,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202261,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202262,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202263,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202264,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202265,DECLINE,POLICY_FAILURE,False
APP202266,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202267,DECLINE,POLICY_FAILURE,False
APP202268,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202269,DECLINE,POLICY_FAILURE,False
APP202270,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202271,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202272,DECLINE,POLICY_FAILURE,False
APP202273,DECLINE,POLICY_FAILURE,False
APP202274,DECLINE,POLICY_FAILURE,False
APP202275,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202276,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202277,HUMAN_REVIEW,LOW_DOCUMENT_CONFIDENCE,True
APP202278,DECLINE,POLICY_FAILURE,False
APP202279,DECLINE,POLICY_FAILURE,False
APP202280,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202281,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202282,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202283,DECLINE,POLICY_FAILURE,False
APP202284,DECLINE,POLICY_FAILURE,False
APP202285,HUMAN_REVIEW,LOW_DOCUMENT_CONFIDENCE,True
APP202286,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202287,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202288,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202289,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202290,DECLINE,POLICY_FAILURE,False
APP202291,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202292,DECLINE,POLICY_FAILURE,False
APP202293,DECLINE,POLICY_FAILURE,False
APP202294,DECLINE,POLICY_FAILURE,False
APP202295,DECLINE,POLICY_FAILURE,False
APP202296,DECLINE,POLICY_FAILURE,False
APP202297,DECLINE,POLICY_FAILURE,False
APP202298,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202299,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202300,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202301,DECLINE,POLICY_FAILURE,False
APP202302,DECLINE,POLICY_FAILURE,False
APP202303,DECLINE,POLICY_FAILURE,False
APP202304,DECLINE,POLICY_FAILURE,False
APP202305,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202306,DECLINE,POLICY_FAILURE,False
APP202307,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202308,DECLINE,POLICY_FAILURE,False
APP202309,DECLINE,POLICY_FAILURE,False
APP202310,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202311,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202312,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202313,DECLINE,POLICY_FAILURE,False
APP202314,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202315,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202316,DECLINE,POLICY_FAILURE,False
APP202317,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202318,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP202319,DECLINE,POLICY_FAILURE,False
