application_id,device_reuse_count_30d,applications_last_7d,location_mismatch,bank_account_age_months,document_anomaly_score,income_mismatch_score,fraud_label
APP202388,1,0,0,17,0.061,0.053,0
APP202389,1,1,0,49,0.004,0.023,0
APP202390,1,0,0,35,0.013,0.036,0
APP202391,0,2,0,25,0.009,0.092,0
APP202392,1,1,0,47,0.016,0.195,0
APP202393,0,1,0,26,0.011,0.125,0
APP202394,0,1,0,22,0.021,0.104,0
APP202395,0,0,0,20,0.004,0.125,0
APP202396,1,0,0,21,0.05,0.167,0
APP202397,0,0,0,7,0.025,0.05,0
APP202398,0,0,0,8,0.075,0.005,0
APP202399,0,0,0,29,0.078,0.082,0
APP202400,0,1,0,46,0.004,0.117,0
APP202401,0,0,0,16,0.04,0.046,0
APP202402,2,0,0,31,0.0,0.138,1
APP202403,0,0,0,18,0.19,0.026,0
APP202404,0,2,0,30,0.017,0.134,0
APP202405,0,1,0,27,0.176,0.091,0
APP202406,1,1,0,22,0.026,0.135,0
APP202407,0,0,0,34,0.015,0.053,0
APP202408,0,0,0,28,0.007,0.267,0
APP202409,1,0,0,30,0.012,0.023,0
APP202410,1,0,0,76,0.043,0.072,0
APP202411,0,1,0,14,0.045,0.033,0
APP202412,0,0,0,42,0.061,0.039,0
APP202413,0,2,0,11,0.09,0.0,0
APP202414,1,0,0,43,0.054,0.118,0
APP202415,1,0,0,11,0.015,0.104,0
APP202416,0,3,0,26,0.005,0.081,0
APP202417,0,1,0,26,0.128,0.043,0
APP202418,0,1,0,30,0.028,0.131,0
APP202419,0,1,0,31,0.015,0.032,0
APP202420,0,2,0,24,0.004,0.01,0
APP202421,0,1,0,31,0.023,0.032,0
APP202422,0,0,0,27,0.0,0.156,0
APP202423,0,1,0,29,0.023,0.062,0
APP202424,0,0,0,17,0.0,0.189,0
APP202425,1,1,0,41,0.066,0.039,0
APP202426,0,0,0,4,0.069,0.006,0
APP202427,0,1,0,5,0.009,0.042,0
APP202428,2,1,0,30,0.093,0.163,0
APP202429,0,1,0,38,0.003,0.052,0
APP202430,0,0,0,28,0.015,0.051,0
APP202431,0,1,0,14,0.003,0.079,0
APP202432,1,0,0,18,0.065,0.039,0
APP202433,0,4,0,39,0.037,0.033,0
APP202434,0,1,0,35,0.197,0.029,0
APP202435,1,1,0,14,0.007,0.252,0
APP202436,0,0,0,34,0.021,0.157,0
APP202437,0,0,0,48,0.001,0.087,0
APP202438,0,0,0,37,0.005,0.094,0
APP202439,0,1,0,12,0.08,0.056,0
APP202440,0,0,0,15,0.028,0.037,0
APP202441,0,0,0,33,0.005,0.021,0
APP202442,1,1,0,55,0.023,0.007,0
APP202443,3,0,0,20,0.001,0.085,1
APP202444,1,1,0,15,0.023,0.007,0
APP202445,0,0,0,18,0.027,0.086,0
APP202446,0,0,0,22,0.021,0.12,0
APP202447,1,1,0,17,0.009,0.042,0
APP202448,0,0,0,30,0.003,0.071,0
APP202449,1,0,0,12,0.033,0.145,0
APP202450,2,0,0,19,0.007,0.288,0
APP202451,2,0,1,26,0.032,0.084,0
APP202452,1,0,0,12,0.005,0.008,0
APP202453,1,3,0,55,0.14,0.122,1
APP202454,0,1,1,8,0.015,0.039,0
APP202455,0,0,0,7,0.048,0.077,0
APP202456,0,1,0,15,0.013,0.107,0
APP202457,0,2,0,11,0.055,0.029,0
APP202458,0,0,0,34,0.02,0.223,0
APP202459,1,0,0,25,0.083,0.043,0
APP202460,0,0,0,22,0.006,0.016,0
APP202461,1,0,1,7,0.069,0.198,0
APP202462,0,1,0,7,0.009,0.027,0
APP202463,0,0,0,17,0.038,0.136,0
APP202464,1,0,0,52,0.061,0.122,0
APP202465,0,0,0,10,0.055,0.045,0
APP202466,0,1,0,19,0.01,0.005,0
APP202467,0,0,0,17,0.0,0.14,0
APP202468,1,0,0,18,0.0,0.218,0
APP202469,0,0,0,29,0.004,0.191,0
APP202470,0,0,0,18,0.098,0.024,0
APP202471,0,0,0,11,0.005,0.101,0
APP202472,0,0,0,16,0.015,0.07,0
APP202473,0,0,0,12,0.075,0.071,0
APP202474,0,0,0,17,0.012,0.283,0
APP202475,0,1,0,8,0.012,0.04,0
APP202476,1,0,0,13,0.004,0.125,0
APP202477,0,0,0,18,0.04,0.22,0
APP202478,0,0,0,32,0.098,0.047,0
APP202479,1,0,0,10,0.018,0.059,0
APP202480,0,1,0,24,0.018,0.066,0
APP202481,0,1,0,24,0.008,0.316,0
APP202482,0,0,0,38,0.159,0.036,0
APP202483,0,0,0,16,0.157,0.112,0
APP202484,2,0,0,13,0.059,0.078,0
APP202485,0,2,0,21,0.033,0.069,0
APP202486,0,1,0,33,0.016,0.364,0
APP202487,0,0,0,34,0.08,0.001,0
APP202488,1,0,0,24,0.057,0.175,0
APP202489,0,0,0,29,0.007,0.256,0
APP202490,0,0,0,30,0.108,0.384,0
APP202491,0,1,0,34,0.07,0.151,0
APP202492,0,0,0,22,0.013,0.128,0
APP202493,0,1,1,23,0.152,0.105,0
APP202494,1,1,1,23,0.023,0.131,0
APP202495,0,0,0,30,0.007,0.039,0
APP202496,0,0,1,29,0.003,0.113,0
APP202497,0,0,0,5,0.005,0.176,0
APP202498,0,0,0,20,0.033,0.037,0
APP202499,0,1,0,10,0.019,0.049,0
APP202500,1,1,0,19,0.025,0.072,0
APP202501,1,1,0,19,0.049,0.123,0
APP202502,0,0,0,39,0.002,0.111,0
APP202503,1,0,0,16,0.046,0.162,0
APP202504,1,0,0,7,0.0,0.089,0
APP202505,1,1,0,35,0.022,0.063,0
APP202506,1,0,0,9,0.094,0.081,0
APP202507,1,2,1,4,0.005,0.019,0
APP202508,0,1,0,9,0.024,0.046,0
APP202509,1,1,0,22,0.085,0.138,0
APP202510,2,1,0,8,0.011,0.017,0
APP202511,0,1,0,10,0.036,0.039,0
APP202512,1,0,0,36,0.001,0.103,0
APP202513,0,0,0,18,0.003,0.202,0
APP202514,0,0,0,20,0.043,0.037,0
APP202515,0,1,0,11,0.007,0.028,0
APP202516,0,0,0,14,0.013,0.146,0
APP202517,0,1,0,32,0.023,0.056,0
APP202518,0,2,0,23,0.008,0.083,0
APP202519,0,1,0,55,0.007,0.037,0
APP202520,0,0,0,27,0.031,0.042,0
APP202521,0,0,0,29,0.005,0.087,0
APP202522,1,2,1,12,0.089,0.04,0
APP202523,0,0,0,29,0.011,0.043,0
APP202524,0,0,0,14,0.011,0.059,0
APP202525,0,1,0,4,0.036,0.02,0
APP202526,0,2,0,39,0.029,0.15,0
APP202527,1,1,0,58,0.028,0.024,0
APP202528,0,0,0,9,0.032,0.033,0
APP202529,0,0,0,7,0.009,0.094,0
APP202530,0,0,0,12,0.065,0.052,0
APP202531,0,0,0,21,0.038,0.031,0
APP202532,0,0,0,40,0.016,0.057,0
APP202533,0,1,0,46,0.003,0.018,0
APP202534,0,1,0,37,0.016,0.091,0
APP202535,1,4,0,11,0.15,0.175,1
APP202536,0,1,0,13,0.008,0.05,0
APP202537,0,1,1,23,0.0,0.057,0
APP202538,0,1,0,21,0.211,0.068,0
APP202539,1,1,0,35,0.014,0.004,0
APP202540,0,0,0,24,0.048,0.038,0
APP202541,0,0,0,15,0.045,0.094,0
APP202542,0,0,0,11,0.161,0.095,0
APP202543,0,1,0,27,0.003,0.159,0
APP202544,0,1,0,18,0.023,0.013,0
APP202545,0,0,0,32,0.021,0.158,0
APP202546,1,3,0,13,0.027,0.109,0
APP202547,1,0,0,24,0.052,0.048,0
APP202548,0,2,0,65,0.021,0.049,0
APP202549,0,1,0,12,0.007,0.022,0
APP202550,1,3,0,34,0.013,0.156,0
APP202551,0,0,0,51,0.107,0.107,0
APP202552,0,0,0,17,0.03,0.131,0
APP202553,2,0,0,36,0.038,0.208,0
APP202554,0,0,0,29,0.075,0.043,0
APP202555,0,0,0,20,0.018,0.267,0
APP202556,0,0,1,20,0.123,0.009,0
APP202557,1,1,0,7,0.015,0.1,0
APP202558,0,1,0,30,0.336,0.095,0
APP202559,0,1,0,14,0.042,0.049,0
APP202560,0,1,0,8,0.036,0.092,0
APP202561,0,1,0,48,0.049,0.081,0
APP202562,0,0,0,33,0.0,0.009,0
APP202563,0,0,0,35,0.015,0.146,0
APP202564,1,0,0,18,0.015,0.048,0
APP202565,1,2,0,31,0.113,0.017,0
APP202566,2,0,0,37,0.073,0.074,0
APP202567,0,1,0,16,0.002,0.222,0
APP202568,1,0,0,24,0.148,0.03,0
APP202569,0,0,0,27,0.077,0.026,0
APP202570,0,0,0,43,0.002,0.032,0
APP202571,1,1,0,15,0.027,0.071,0
APP202572,0,0,0,35,0.034,0.094,0
APP202573,0,1,0,16,0.017,0.085,0
APP202574,0,0,0,3,0.006,0.032,0
APP202575,0,1,0,6,0.006,0.059,0
APP202576,1,0,0,49,0.012,0.232,0
APP202577,0,0,0,19,0.012,0.158,0
APP202578,0,1,0,33,0.05,0.126,0
APP202579,1,0,0,32,0.02,0.152,0
APP202580,0,1,1,7,0.125,0.011,0
APP202581,0,0,0,34,0.075,0.051,0
APP202582,0,0,0,14,0.109,0.36,0
APP202583,0,0,0,30,0.025,0.033,0
APP202584,0,0,0,26,0.013,0.016,0
APP202585,0,0,1,4,0.025,0.072,0
APP202586,0,3,0,18,0.009,0.226,0
APP202587,0,0,0,26,0.0,0.01,0
APP202588,0,0,0,23,0.013,0.048,0
APP202589,0,0,0,35,0.033,0.002,0
APP202590,0,0,0,31,0.087,0.116,0
APP202591,1,0,0,25,0.016,0.092,0
APP202592,0,1,0,15,0.058,0.126,0
APP202593,1,0,0,20,0.002,0.044,0
APP202594,1,0,0,24,0.006,0.012,0
APP202595,0,2,0,16,0.008,0.044,0
APP202596,2,0,1,6,0.059,0.144,0
APP202597,1,0,0,10,0.009,0.1,0
APP202598,0,0,0,38,0.01,0.042,0
APP202599,0,0,0,11,0.011,0.111,0
APP202600,0,0,0,17,0.019,0.209,0
APP202601,0,0,0,21,0.018,0.028,0
APP202602,1,0,1,8,0.0,0.15,0
APP202603,0,0,0,16,0.003,0.186,1
APP202604,0,1,0,30,0.031,0.013,0
APP202605,0,1,0,35,0.004,0.103,0
APP202606,0,1,0,12,0.023,0.082,0
APP202607,0,1,0,30,0.002,0.19,1
APP202608,0,0,0,10,0.05,0.05,0
APP202609,0,2,0,11,0.018,0.004,0
APP202610,0,1,0,5,0.017,0.042,0
APP202611,0,1,0,8,0.087,0.073,0
APP202612,0,1,0,37,0.028,0.031,0
APP202613,0,0,0,49,0.055,0.005,0
APP202614,0,0,0,13,0.068,0.113,0
APP202615,0,1,0,26,0.01,0.401,0
APP202616,0,0,0,37,0.0,0.174,0
APP202617,0,1,0,65,0.004,0.087,0
APP202618,0,1,0,18,0.037,0.019,0
APP202619,0,0,0,11,0.009,0.025,0
APP202620,0,0,0,47,0.079,0.188,0
APP202621,1,0,0,32,0.0,0.04,0
APP202622,0,0,0,28,0.021,0.019,0
APP202623,0,0,0,18,0.0,0.066,0
APP202624,0,0,0,34,0.101,0.1,0
APP202625,0,0,0,14,0.012,0.037,0
APP202626,0,0,0,24,0.026,0.118,0
APP202627,0,0,0,21,0.001,0.189,0
APP202628,0,0,0,9,0.113,0.09,0
APP202629,0,0,0,26,0.038,0.09,0
APP202630,1,1,0,22,0.153,0.176,1
APP202631,1,0,0,28,0.018,0.165,0
APP202632,0,1,0,8,0.019,0.021,0
APP202633,0,1,0,63,0.073,0.15,0
APP202634,0,0,0,41,0.01,0.046,0
APP202635,0,1,1,21,0.021,0.117,0
APP202636,0,1,0,24,0.001,0.134,0
APP202637,0,0,0,11,0.058,0.032,0
APP202638,1,0,0,45,0.011,0.138,0
APP202639,1,0,0,18,0.002,0.118,0
APP202640,0,0,0,47,0.024,0.179,0
APP202641,1,0,0,47,0.167,0.128,0
APP202642,0,2,0,27,0.002,0.101,0
APP202643,2,1,0,17,0.005,0.106,0
APP202644,0,0,0,32,0.012,0.103,0
APP202645,0,0,0,24,0.029,0.083,0
APP202646,0,0,0,37,0.036,0.168,0
APP202647,1,0,1,59,0.001,0.018,0
APP202648,0,1,0,12,0.064,0.077,0
APP202649,2,0,0,43,0.187,0.085,0
APP202650,1,1,0,22,0.05,0.085,0
APP202651,0,2,0,19,0.054,0.166,0
APP202652,1,1,0,68,0.048,0.321,0
APP202653,0,0,0,14,0.049,0.055,0
APP202654,1,1,0,34,0.02,0.037,0
APP202655,0,1,1,10,0.003,0.059,0
APP202656,0,2,0,18,0.068,0.225,0
APP202657,1,0,0,20,0.1,0.206,0
APP202658,1,0,1,13,0.173,0.042,0
APP202659,0,0,0,13,0.14,0.153,0
APP202660,0,0,0,45,0.009,0.049,0
APP202661,1,1,0,49,0.049,0.054,0
APP202662,0,1,0,96,0.011,0.157,0
APP202663,0,3,1,35,0.001,0.022,0
APP202664,0,0,1,51,0.004,0.198,0
APP202665,0,0,0,38,0.006,0.028,0
APP202666,0,1,0,27,0.027,0.238,0
APP202667,1,1,0,10,0.007,0.059,0
APP202668,1,1,0,24,0.018,0.276,0
APP202669,1,0,0,4,0.007,0.02,0
APP202670,0,1,0,20,0.067,0.12,0
APP202671,0,1,0,40,0.062,0.084,0
APP202672,0,1,0,50,0.023,0.077,0
APP202673,1,0,0,10,0.008,0.027,0
APP202674,0,0,1,5,0.002,0.097,0
APP202675,0,2,0,23,0.243,0.281,0
APP202676,0,1,0,13,0.039,0.038,0
APP202677,1,1,0,24,0.1,0.121,0
APP202678,0,0,0,57,0.036,0.111,0
APP202679,0,1,0,11,0.03,0.178,0
APP202680,0,0,0,72,0.028,0.067,0
APP202681,1,0,0,25,0.001,0.0,0
APP202682,0,0,0,48,0.008,0.191,0
APP202683,0,1,0,5,0.019,0.103,0
APP202684,0,0,0,26,0.039,0.148,0
APP202685,1,1,0,27,0.085,0.055,0
APP202686,0,0,0,32,0.027,0.073,0
APP202687,2,0,0,7,0.072,0.07,0
APP202688,0,1,0,38,0.018,0.028,0
APP202689,0,2,0,27,0.005,0.047,0
APP202690,0,0,0,16,0.047,0.172,0
APP202691,2,1,0,33,0.025,0.169,0
APP202692,1,0,0,14,0.022,0.18,0
APP202693,0,0,0,7,0.04,0.062,0
APP202694,1,0,0,26,0.114,0.181,0
APP202695,0,1,0,33,0.07,0.099,0
APP202696,0,0,0,48,0.015,0.023,0
APP202697,0,0,0,24,0.171,0.123,0
APP202698,0,1,0,30,0.006,0.071,0
APP202699,0,0,0,24,0.041,0.177,0
APP202700,1,0,0,15,0.012,0.168,0
APP202701,1,0,0,21,0.036,0.254,0
APP202702,0,2,0,9,0.065,0.062,0
APP202703,1,0,0,40,0.001,0.191,0
APP202704,0,0,0,16,0.004,0.108,0
APP202705,0,0,0,33,0.026,0.041,0
APP202706,0,0,0,17,0.017,0.008,0
APP202707,0,1,0,80,0.002,0.072,0
APP202708,0,1,0,28,0.019,0.102,0
APP202709,0,0,0,15,0.037,0.049,0
APP202710,0,0,0,43,0.033,0.044,0
APP202711,1,0,0,100,0.064,0.021,0
APP202712,0,1,0,8,0.036,0.207,0
APP202713,0,0,1,23,0.082,0.051,0
APP202714,0,0,0,20,0.092,0.445,0
APP202715,0,1,0,31,0.039,0.071,0
APP202716,0,1,0,13,0.001,0.122,0
APP202717,0,0,0,20,0.009,0.084,0
APP202718,0,1,0,14,0.153,0.002,0
APP202719,1,1,0,18,0.019,0.014,0
APP202720,1,0,0,12,0.038,0.057,0
APP202721,1,0,0,13,0.014,0.073,0
APP202722,1,0,0,28,0.01,0.099,0
APP202723,0,0,0,13,0.054,0.027,0
APP202724,0,0,0,23,0.045,0.041,0
APP202725,0,1,0,4,0.02,0.071,0
APP202726,1,1,0,12,0.035,0.008,0
APP202727,0,0,0,24,0.038,0.053,0
APP202728,0,0,0,21,0.129,0.121,0
APP202729,0,0,0,33,0.001,0.199,0
APP202730,0,0,0,18,0.005,0.087,0
APP202731,0,0,0,15,0.053,0.086,0
APP202732,1,0,0,3,0.024,0.024,0
APP202733,2,0,0,24,0.002,0.083,0
APP202734,1,0,0,13,0.166,0.443,0
APP202735,0,0,0,16,0.042,0.166,0
APP202736,0,1,0,19,0.005,0.079,0
APP202737,0,0,0,45,0.023,0.016,0
APP202738,1,1,0,22,0.05,0.11,0
APP202739,1,0,0,8,0.012,0.067,0
APP202740,0,0,0,12,0.014,0.177,0
APP202741,0,2,0,17,0.005,0.046,0
APP202742,1,0,0,23,0.014,0.118,0
APP202743,1,0,0,10,0.033,0.162,0
APP202744,0,1,0,7,0.007,0.014,0
APP202745,1,0,0,15,0.038,0.145,0
APP202746,0,0,0,14,0.004,0.107,0
APP202747,0,0,0,12,0.015,0.023,0
APP202748,0,0,0,14,0.032,0.061,0
APP202749,1,0,0,30,0.03,0.178,0
APP202750,2,0,1,20,0.02,0.148,0
APP202751,1,0,0,36,0.001,0.03,0
APP202752,1,0,0,29,0.031,0.09,0
APP202753,0,1,0,20,0.014,0.076,0
APP202754,0,0,0,46,0.141,0.076,0
APP202755,2,1,0,28,0.015,0.048,0
APP202756,0,0,0,18,0.107,0.088,0
APP202757,0,0,1,31,0.023,0.028,0
APP202758,0,1,0,10,0.068,0.152,0
APP202759,2,1,0,22,0.024,0.071,1
APP202760,0,0,0,14,0.053,0.048,0
APP202761,0,0,0,19,0.008,0.107,0
APP202762,0,0,0,37,0.038,0.019,0
APP202763,0,0,0,23,0.028,0.14,0
APP202764,0,0,0,11,0.026,0.065,0
APP202765,0,0,0,18,0.0,0.184,0
APP202766,0,0,0,25,0.028,0.048,0
APP202767,0,2,0,12,0.178,0.089,0
APP202768,0,0,0,80,0.001,0.015,0
APP202769,0,1,0,28,0.08,0.08,0
APP202770,0,1,0,54,0.018,0.178,0
APP202771,0,0,0,62,0.001,0.125,0
APP202772,0,0,0,23,0.0,0.048,0
APP202773,1,1,0,34,0.0,0.113,0
APP202774,0,1,0,3,0.062,0.192,0
APP202775,0,1,0,19,0.115,0.149,0
APP202776,2,0,0,34,0.035,0.166,0
APP202777,0,0,0,11,0.061,0.023,0
APP202778,1,0,0,28,0.088,0.074,0
APP202779,0,2,0,33,0.021,0.097,0
APP202780,1,2,0,60,0.086,0.209,0
APP202781,0,1,0,27,0.0,0.05,0
APP202782,0,0,0,9,0.063,0.098,1
APP202783,0,1,0,24,0.058,0.014,0
APP202784,0,1,0,23,0.056,0.003,0
APP202785,0,0,0,39,0.0,0.017,0
APP202786,0,0,0,11,0.088,0.146,0
APP202787,0,0,0,34,0.006,0.091,0
APP202788,0,0,0,26,0.169,0.07,0
APP202789,0,1,0,22,0.062,0.05,0
APP202790,1,2,0,31,0.004,0.042,0
APP202791,0,1,0,17,0.02,0.037,0
APP202792,0,0,0,43,0.044,0.063,0
APP202793,1,0,0,15,0.032,0.004,0
APP202794,0,0,0,10,0.008,0.007,0
APP202795,0,0,0,28,0.01,0.023,0
APP202796,0,1,0,19,0.02,0.155,0
APP202797,0,1,0,9,0.063,0.001,0
APP202798,0,1,0,14,0.075,0.03,0
APP202799,0,1,0,24,0.01,0.018,0
APP202800,1,0,0,13,0.081,0.076,0
APP202801,0,1,0,24,0.002,0.062,0
APP202802,2,0,0,23,0.147,0.112,0
APP202803,1,0,0,24,0.001,0.044,0
APP202804,0,0,0,20,0.022,0.043,0
APP202805,3,0,0,42,0.008,0.007,0
APP202806,0,1,0,15,0.049,0.004,0
APP202807,0,3,0,19,0.025,0.233,0
APP202808,1,1,0,6,0.01,0.04,0
APP202809,0,0,0,40,0.03,0.291,0
APP202810,0,0,0,5,0.037,0.04,0
APP202811,0,1,0,15,0.209,0.017,0
APP202812,1,1,0,23,0.117,0.127,0
APP202813,0,0,0,13,0.036,0.06,0
APP202814,0,0,0,19,0.008,0.035,0
APP202815,0,1,0,18,0.045,0.047,0
APP202816,0,1,0,39,0.021,0.055,0
APP202817,1,1,0,11,0.164,0.078,0
APP202818,0,0,0,22,0.047,0.165,0
APP202819,0,0,0,28,0.081,0.012,0
APP202820,0,1,0,54,0.007,0.036,0
APP202821,1,1,0,7,0.024,0.047,0
APP202822,1,1,0,10,0.008,0.085,0
APP202823,0,0,1,21,0.009,0.051,0
APP202824,1,0,0,7,0.031,0.083,0
APP202825,0,1,0,37,0.002,0.016,0
APP202826,1,0,0,52,0.197,0.029,0
APP202827,1,1,0,18,0.021,0.021,0
APP202828,0,0,0,12,0.013,0.149,0
APP202829,1,1,0,19,0.036,0.012,0
APP202830,0,0,0,46,0.043,0.045,0
APP202831,0,1,0,30,0.019,0.046,0
APP202832,0,2,0,22,0.005,0.033,0
APP202833,0,0,0,8,0.018,0.112,0
APP202834,0,1,0,3,0.009,0.202,0
APP202835,0,0,0,25,0.036,0.047,0
APP202836,0,2,0,9,0.104,0.081,0
APP202837,0,0,0,14,0.006,0.051,0
APP202838,0,0,0,63,0.057,0.237,0
APP202839,0,0,0,10,0.051,0.045,0
APP202840,1,2,0,43,0.005,0.033,0
APP202841,0,1,0,31,0.024,0.063,0
APP202842,3,2,0,63,0.088,0.048,0
APP202843,0,0,0,7,0.133,0.005,0
APP202844,1,0,0,32,0.015,0.25,0
APP202845,1,0,0,20,0.028,0.038,0
APP202846,0,2,0,13,0.046,0.094,0
APP202847,0,0,0,18,0.034,0.06,0
APP202848,0,0,0,15,0.001,0.106,0
APP202849,0,0,0,39,0.043,0.058,0
APP202850,0,1,0,19,0.013,0.317,0
APP202851,0,0,0,57,0.002,0.075,0
APP202852,0,0,0,6,0.255,0.24,0
APP202853,1,1,0,9,0.001,0.068,0
APP202854,0,0,0,24,0.069,0.074,0
APP202855,1,0,0,71,0.04,0.125,0
APP202856,0,1,1,27,0.027,0.12,0
APP202857,0,0,0,37,0.046,0.115,0
APP202858,1,1,0,51,0.003,0.116,0
APP202859,0,0,0,52,0.001,0.146,0
APP202860,0,0,0,42,0.007,0.284,0
APP202861,0,0,0,30,0.006,0.07,0
APP202862,0,1,0,41,0.01,0.187,0
APP202863,1,0,0,16,0.006,0.024,0
APP202864,0,0,0,53,0.096,0.097,0
APP202865,0,0,0,29,0.017,0.076,0
APP202866,0,1,0,13,0.023,0.106,0
APP202867,0,1,0,38,0.154,0.071,0
APP202868,0,0,1,20,0.108,0.133,0
APP202869,0,0,0,53,0.004,0.117,0
APP202870,0,1,0,7,0.14,0.411,0
APP202871,0,1,0,15,0.012,0.023,0
APP202872,0,0,0,14,0.004,0.251,0
APP202873,1,1,0,11,0.036,0.095,0
APP202874,0,0,0,39,0.03,0.006,0
APP202875,0,1,0,38,0.081,0.104,0
APP202876,0,1,0,14,0.057,0.175,0
APP202877,0,0,0,15,0.079,0.01,0
APP202878,0,1,0,16,0.048,0.053,0
APP202879,0,1,0,15,0.019,0.129,0
APP202880,0,0,0,21,0.03,0.0,0
APP202881,0,0,0,65,0.028,0.205,0
APP202882,0,1,0,14,0.058,0.123,0
APP202883,0,0,0,12,0.018,0.093,0
APP202884,0,1,0,21,0.081,0.171,0
APP202885,0,1,0,24,0.003,0.094,0
APP202886,0,0,0,18,0.003,0.189,0
APP202887,0,0,0,17,0.092,0.15,0
APP202888,0,0,0,24,0.175,0.031,0
APP202889,0,0,0,48,0.061,0.059,0
APP202890,0,0,1,14,0.004,0.17,0
APP202891,0,0,0,30,0.039,0.188,0
APP202892,0,0,0,16,0.023,0.077,0
APP202893,0,0,0,39,0.0,0.02,0
APP202894,0,1,0,16,0.0,0.013,0
APP202895,0,1,0,24,0.056,0.014,0
APP202896,0,0,0,19,0.044,0.017,0
APP202897,0,1,0,29,0.051,0.131,0
APP202898,0,0,0,11,0.027,0.11,0
APP202899,0,0,0,35,0.003,0.206,0
APP202900,0,0,0,22,0.005,0.013,0
APP202901,0,0,0,32,0.004,0.056,0
APP202902,0,1,0,34,0.094,0.154,0
APP202903,0,0,0,41,0.117,0.168,0
APP202904,0,0,0,31,0.032,0.349,0
APP202905,2,0,0,36,0.042,0.167,0
APP202906,0,0,1,8,0.078,0.032,0
APP202907,1,2,0,25,0.08,0.079,0
APP202908,1,1,0,43,0.002,0.257,0
APP202909,0,0,0,60,0.019,0.042,0
APP202910,0,1,0,12,0.013,0.045,0
APP202911,0,1,0,15,0.017,0.013,0
APP202912,1,0,0,4,0.089,0.486,0
APP202913,0,0,0,16,0.01,0.083,0
APP202914,0,0,0,23,0.009,0.026,0
APP202915,0,1,0,54,0.0,0.004,0
APP202916,1,0,0,35,0.006,0.199,0
APP202917,0,0,0,10,0.001,0.027,0
APP202918,0,0,0,21,0.034,0.093,0
APP202919,0,0,0,32,0.032,0.039,0
APP202920,1,0,0,21,0.0,0.147,0
APP202921,0,2,0,34,0.059,0.025,0
APP202922,0,0,0,12,0.038,0.263,0
APP202923,0,0,0,37,0.015,0.111,0
APP202924,0,1,0,30,0.022,0.058,0
APP202925,0,0,0,16,0.031,0.027,0
APP202926,0,0,0,20,0.029,0.031,0
APP202927,1,1,0,25,0.016,0.269,0
APP202928,0,1,0,6,0.001,0.217,0
APP202929,1,2,0,27,0.05,0.057,0
APP202930,0,1,0,17,0.035,0.048,0
APP202931,0,0,0,25,0.015,0.132,0
APP202932,0,1,0,27,0.116,0.191,0
APP202933,0,0,0,6,0.001,0.117,0
APP202934,0,0,0,19,0.009,0.077,0
APP202935,0,1,0,13,0.106,0.201,0
APP202936,0,1,0,30,0.022,0.036,0
APP202937,0,0,0,15,0.031,0.119,0
APP202938,0,0,0,50,0.006,0.054,0
APP202939,0,0,0,12,0.01,0.026,0
APP202940,0,0,0,22,0.029,0.061,0
APP202941,0,1,0,30,0.109,0.196,0
APP202942,1,1,0,45,0.011,0.015,0
APP202943,1,1,0,5,0.0,0.108,0
APP202944,0,0,0,28,0.024,0.015,0
APP202945,0,1,0,47,0.02,0.196,0
APP202946,0,2,0,12,0.031,0.009,0
APP202947,0,0,0,32,0.022,0.095,0
APP202948,0,1,0,66,0.188,0.206,0
APP202949,0,0,0,10,0.021,0.163,0
APP202950,0,0,0,34,0.007,0.116,0
APP202951,0,0,0,5,0.059,0.118,0
APP202952,0,2,0,14,0.063,0.023,0
APP202953,0,0,0,19,0.0,0.009,0
APP202954,2,0,0,22,0.084,0.034,0
APP202955,0,0,0,15,0.001,0.27,0
APP202956,0,0,0,27,0.172,0.06,0
APP202957,0,0,0,21,0.102,0.125,0
APP202958,0,2,0,14,0.104,0.02,0
APP202959,0,1,0,28,0.0,0.085,0
APP202960,0,1,0,25,0.01,0.002,0
APP202961,0,0,0,21,0.037,0.122,0
APP202962,0,1,0,7,0.004,0.004,0
APP202963,0,0,0,6,0.008,0.174,0
APP202964,0,0,1,10,0.001,0.009,0
APP202965,0,0,0,33,0.069,0.036,0
APP202966,1,0,0,33,0.085,0.049,0
APP202967,0,0,0,9,0.009,0.006,0
APP202968,0,1,0,25,0.025,0.054,0
APP202969,1,0,0,10,0.014,0.048,1
APP202970,1,0,0,56,0.005,0.035,0
APP202971,1,0,0,10,0.118,0.053,0
APP202972,2,0,0,28,0.031,0.152,0
APP202973,2,0,0,32,0.081,0.144,0
APP202974,0,0,0,17,0.015,0.217,0
APP202975,0,0,0,8,0.035,0.094,0
APP202976,0,1,0,26,0.053,0.011,0
APP202977,0,1,0,12,0.066,0.065,1
APP202978,0,0,0,10,0.169,0.052,0
APP202979,1,2,0,65,0.014,0.218,0
APP202980,0,0,0,22,0.07,0.219,0
APP202981,0,1,1,17,0.025,0.138,0
APP202982,0,1,0,48,0.096,0.138,0
APP202983,1,1,0,11,0.071,0.083,0
APP202984,0,0,0,14,0.028,0.008,0
APP202985,0,1,0,54,0.083,0.135,0
APP202986,0,0,0,27,0.107,0.147,0
APP202987,1,0,0,16,0.003,0.147,0
APP202988,1,1,0,15,0.028,0.085,0
APP202989,0,0,0,5,0.004,0.01,0
APP202990,0,2,0,26,0.136,0.162,0
APP202991,0,0,0,13,0.012,0.029,0
APP202992,0,1,0,8,0.035,0.096,0
